gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G01570	AT1G01570.1,AT1G01570.2	1885.00	8.00	0.44
AT1G01580	AT1G01580.1,AT1G01580.2	2635.00	11.00	0.43
AT1G01590	AT1G01590.1	2624.00	8.00	0.31
AT1G01600	AT1G01600.1	2323.00	76.00	3.37
AT1G01610	AT1G01610.1	1916.00	175.00	9.45
AT1G01620	AT1G01620.1,AT1G01620.2	1325.50	4102.00	322.83
AT1G01630	AT1G01630.1	1479.00	401.00	28.20
AT1G01640	AT1G01640.1,AT1G01640.2	1126.00	135.00	12.57
AT1G01650	AT1G01650.1,AT1G01650.2,AT1G01650.3,AT1G01650.4	2234.49	684.00	31.57
AT1G01660	AT1G01660.1,AT1G01660.2	2021.00	28.00	1.43
AT1G01670	AT1G01670.1,AT1G01670.2,AT1G01670.3	1360.71	57.00	4.37
AT1G01680	AT1G01680.1	1187.00	7.00	0.62
AT1G01690	AT1G01690.1,AT1G01690.2,AT1G01690.3	1718.58	59.00	3.56
AT1G01695	AT1G01695.1	1658.00	6.00	0.38
AT1G01700	AT1G01700.1,AT1G01700.2,AT1G01700.3,AT1G01700.4,AT1G01700.5	1595.18	47.00	3.06
AT1G01710	AT1G01710.1	1701.00	368.00	22.43
AT1G01715	AT1G01715.1,AT1G01715.2	833.87	37.99	4.83
AT1G01720	AT1G01720.1	1653.00	472.00	29.62
AT1G01725	AT1G01725.1	537.00	139.00	28.17
AT1G01730	AT1G01730.1	1197.00	380.00	33.22
AT1G01740	AT1G01740.1,AT1G01740.2,AT1G01740.3,AT1G01740.4,AT1G01740.5	1755.36	72.00	4.25
AT1G01750	AT1G01750.1,AT1G01750.2	836.88	20.00	2.53
AT1G01760	AT1G01760.1,AT1G01760.2,AT1G01760.3,AT1G01760.4	1360.44	20.00	1.53
AT1G01770	AT1G01770.1	2377.00	258.00	11.18
AT1G01780	AT1G01780.1	939.00	256.00	28.78
AT1G01790	AT1G01790.1,AT1G01790.2	4237.00	806.00	19.47
AT1G01800	AT1G01800.1,AT1G01800.2	1129.77	585.00	54.28
AT1G01810	AT1G01810.1	653.00	7.00	1.15
AT1G01820	AT1G01820.1	1262.00	1106.00	91.55
AT1G01830	AT1G01830.1,AT1G01830.2,AT1G01830.3	2285.55	402.00	18.13
AT1G01840	AT1G01840.1	822.00	46.00	5.94
AT1G01860	AT1G01860.1,AT1G01860.2,AT1G01860.3,AT1G01860.4,AT1G01860.5	1313.14	132.00	10.49
AT1G01880	AT1G01880.1,AT1G01880.2,AT1G01880.3,AT1G01880.4	1941.21	31.00	1.65
AT1G01900	AT1G01900.1	2607.00	52.00	2.05
AT1G01910	AT1G01910.1,AT1G01910.2,AT1G01910.3,AT1G01910.4,AT1G01910.5	1383.74	409.00	30.80
AT1G01920	AT1G01920.1,AT1G01920.2,AT1G01920.3,AT1G01920.4,AT1G01920.5	1929.50	277.00	14.84
AT1G01930	AT1G01930.1	2101.00	103.00	5.06
AT1G01940	AT1G01940.1	877.00	238.00	28.73
AT1G01950	AT1G01950.1,AT1G01950.2,AT1G01950.3,AT1G01950.4	2954.16	176.00	6.12
AT1G01960	AT1G01960.1	5825.00	1081.00	18.94
AT1G01970	AT1G01970.1	1710.00	245.00	14.85
AT1G01990	AT1G01990.1	1483.00	469.00	32.89
AT1G02000	AT1G02000.1	2088.00	132.00	6.53
AT1G02010	AT1G02010.1,AT1G02010.2,AT1G02010.3,AT1G02010.4,AT1G02010.5,AT1G02010.6	2196.47	135.00	6.34
AT1G02020	AT1G02020.1,AT1G02020.2,AT1G02020.3	2295.85	238.00	10.69
AT1G02030	AT1G02030.1	2135.00	8.00	0.39
AT1G02050	AT1G02050.1	1540.00	135.00	9.11
AT1G02060	AT1G02060.1	2225.00	66.00	3.06
AT1G02065	AT1G02065.1,AT1G02065.2	1845.23	138.00	7.74
AT1G02067	AT1G02067.1	222.00	29.00	15.86
AT1G02070	AT1G02070.1	789.00	21.00	2.83
AT1G02080	AT1G02080.1,AT1G02080.2,AT1G02080.3	7477.51	1378.00	18.79
AT1G02090	AT1G02090.1,AT1G02090.2,AT1G02090.3	1303.97	348.00	27.85
AT1G02100	AT1G02100.1,AT1G02100.2,AT1G02100.3	1359.49	545.00	41.79
AT1G02110	AT1G02110.1	2314.00	379.00	16.88
AT1G02120	AT1G02120.1,AT1G02120.2,AT1G02120.3	2170.42	911.00	43.31
AT1G02130	AT1G02130.1	1110.00	696.00	65.77
AT1G02140	AT1G02140.1	875.00	1025.00	124.01
AT1G02145	AT1G02145.1,AT1G02145.2,AT1G02145.3,AT1G02145.4	1659.54	282.00	17.63
AT1G02150	AT1G02150.1	1979.00	1158.00	60.47
AT1G02160	AT1G02160.1,AT1G02160.2	527.17	229.00	47.34
AT1G02170	AT1G02170.1	1451.00	458.00	32.85
AT1G02180	AT1G02180.1	922.00	63.00	7.22
AT1G02190	AT1G02190.1,AT1G02190.2	2195.00	82.00	3.85
AT1G02205	AT1G02205.1,AT1G02205.2,AT1G02205.3,AT1G02205.4,AT1G02205.5	2229.30	594.00	27.48
AT1G02220	AT1G02220.1	1590.00	5.00	0.33
AT1G02230	AT1G02230.1	1436.00	1.00	0.07
AT1G02260	AT1G02260.1,AT1G02260.2	2500.88	261.00	10.74
AT1G02270	AT1G02270.1,AT1G02270.2	1740.02	242.00	14.41
AT1G02280	AT1G02280.1,AT1G02280.2	1208.56	511.00	44.23
AT1G02290	AT1G02290.1	1767.00	171.00	10.02
AT1G02300	AT1G02300.1	1464.00	415.78	29.55
AT1G02305	AT1G02305.1	1407.00	1489.21	110.23
AT1G02310	AT1G02310.1,AT1G02310.2	1390.00	5.00	0.37
AT1G02330	AT1G02330.1	1193.00	177.00	15.53
AT1G02335	AT1G02335.1	990.00	4.00	0.43
AT1G02340	AT1G02340.1,AT1G02340.2	1391.00	36.00	2.70
AT1G02350	AT1G02350.1	423.00	24.00	6.30
AT1G02360	AT1G02360.1,AT1G02360.2,AT1G02360.3	1118.00	8.00	0.75
AT1G02370	AT1G02370.1	1986.00	71.00	3.69
AT1G02380	AT1G02380.1	1317.00	39.00	3.09
AT1G02390	AT1G02390.1	2074.00	42.00	2.09
AT1G02400	AT1G02400.1,AT1G02400.2	1414.00	19.00	1.40
AT1G02405	AT1G02405.1	754.00	10.00	1.41
AT1G02410	AT1G02410.1,AT1G02410.2,AT1G02410.3	1280.28	211.00	17.21
AT1G02420	AT1G02420.1	1520.00	20.00	1.37
AT1G02430	AT1G02430.1,AT1G02430.2	968.00	18.75	2.04
AT1G02440	AT1G02440.1,AT1G02440.2	675.38	6.25	0.99
AT1G02450	AT1G02450.1	623.00	23.00	3.98
AT1G02460	AT1G02460.1	2079.00	16.00	0.79
AT1G02470	AT1G02470.1,AT1G02470.2	816.13	72.00	9.37
AT1G02475	AT1G02475.1	1091.00	654.00	62.92
AT1G02490	AT1G02490.1	298.00	4.00	1.55
AT1G02500	AT1G02500.1,AT1G02500.2	1555.11	6233.00	416.37
AT1G02510	AT1G02510.1	1086.00	2.00	0.19
AT1G02520	AT1G02520.1,AT1G02520.2,AT1G02520.3	4052.00	10.13	0.26
AT1G02530	AT1G02530.1,AT1G02530.2	4114.00	7.87	0.20
AT1G02560	AT1G02560.1	1479.00	4803.00	337.77
AT1G02610	AT1G02610.1,AT1G02610.2,AT1G02610.3	1002.92	364.00	38.21
AT1G02620	AT1G02620.1	1383.00	34.00	2.56
AT1G02630	AT1G02630.1,AT1G02630.2	1783.00	24.00	1.39
AT1G02640	AT1G02640.1	2773.00	247.00	9.16
AT1G02650	AT1G02650.1,AT1G02650.2	1824.00	4.00	0.23
AT1G02660	AT1G02660.1	2842.00	220.00	7.95
AT1G02670	AT1G02670.1,AT1G02670.2,AT1G02670.3,AT1G02670.4,AT1G02670.5,AT1G02670.6,AT1G02670.7	2311.00	14.00	0.62
AT1G02680	AT1G02680.1	907.00	255.00	29.72
AT1G02690	AT1G02690.1,AT1G02690.2	2018.48	101.00	5.17
AT1G02700	AT1G02700.1	1356.00	13.00	1.00
AT1G02705	AT1G02705.1	426.00	35.00	9.12
AT1G02710	AT1G02710.1	291.00	10.00	3.99
AT1G02720	AT1G02720.1,AT1G02720.2	1953.64	117.20	6.20
AT1G02730	AT1G02730.1	3925.00	490.00	12.78
AT1G02740	AT1G02740.1	1566.00	83.00	5.50
AT1G02750	AT1G02750.1,AT1G02750.2	1036.96	158.00	16.02
AT1G02770	AT1G02770.1	1233.00	10.00	0.85
AT1G02780	AT1G02780.1	1109.00	4446.00	420.53
AT1G02800	AT1G02800.1	1823.00	161.00	9.14
AT1G02810	AT1G02810.1	2132.00	9.00	0.44
AT1G02813	AT1G02813.1	652.00	37.00	6.10
AT1G02816	AT1G02816.1	1602.00	128.00	8.29
AT1G02820	AT1G02820.1	816.00	6.00	0.78
AT1G02840	AT1G02840.1,AT1G02840.2,AT1G02840.3,AT1G02840.4,AT1G02840.5	1536.22	1070.00	72.38
AT1G02850	AT1G02850.1,AT1G02850.2,AT1G02850.3,AT1G02850.4,AT1G02850.5	1895.74	578.00	31.54
AT1G02860	AT1G02860.1,AT1G02860.2,AT1G02860.3	1511.00	89.00	6.12
AT1G02870	AT1G02870.1	847.00	299.00	37.42
AT1G02880	AT1G02880.1,AT1G02880.2,AT1G02880.3,AT1G02880.4,AT1G02880.5,AT1G02880.6	1184.06	278.06	24.58
AT1G02890	AT1G02890.1,AT1G02890.2	4233.00	536.69	12.97
AT1G02900	AT1G02900.1	854.00	15.00	1.86
AT1G02910	AT1G02910.1,AT1G02910.2	1641.03	421.00	26.62
AT1G02920	AT1G02920.1	1213.00	449.36	38.75
AT1G02930	AT1G02930.1,AT1G02930.2	882.14	1728.64	207.37
AT1G02940	AT1G02940.1,AT1G02940.2,AT1G02940.3,AT1G02940.4	930.00	3.00	0.34
AT1G02950	AT1G02950.1,AT1G02950.2,AT1G02950.3,AT1G02950.4,AT1G02950.5	929.65	21.00	2.39
AT1G02960	AT1G02960.1,AT1G02960.2,AT1G02960.3,AT1G02960.4,AT1G02960.5,AT1G02960.6	1853.08	311.99	17.42
AT1G02970	AT1G02970.1	1897.00	30.00	1.64
AT1G02980	AT1G02980.1,AT1G02980.2	2395.00	3.00	0.13
AT1G02990	AT1G02990.1,AT1G02990.2,AT1G02990.3,AT1G02990.4,AT1G02990.5,AT1G02990.6	4423.31	198.00	4.58
AT1G03000	AT1G03000.1	3295.00	299.00	9.31
AT1G03010	AT1G03010.1,AT1G03010.2,AT1G03010.3	2342.70	43.81	1.93
AT1G03030	AT1G03030.1,AT1G03030.2	1503.21	120.00	8.30
AT1G03040	AT1G03040.1,AT1G03040.2,AT1G03040.3	1499.33	692.00	47.99
AT1G03050	AT1G03050.1	2222.00	2.00	0.09
AT1G03055	AT1G03055.1,AT1G03055.2	1041.16	19.00	1.92
AT1G03060	AT1G03060.1,AT1G03060.2,AT1G03060.3,AT1G03060.4	11462.89	558.00	4.95
AT1G03070	AT1G03070.1,AT1G03070.2,AT1G03070.3	1132.00	9.00	0.83
AT1G03080	AT1G03080.1,AT1G03080.2,AT1G03080.3	5860.00	414.99	7.23
AT1G03090	AT1G03090.1,AT1G03090.2	2562.99	316.00	12.69
AT1G03100	AT1G03100.1	2595.00	62.00	2.46
AT1G03106	AT1G03106.1	934.00	2.00	0.23
AT1G03110	AT1G03110.1	1577.00	82.00	5.40
AT1G03120	AT1G03120.1,AT1G03120.2	629.00	7.00	1.20
AT1G03130	AT1G03130.1	956.00	5650.00	623.34
AT1G03140	AT1G03140.1	1553.00	463.00	30.97
AT1G03150	AT1G03150.1	809.00	190.00	24.95
AT1G03160	AT1G03160.1,AT1G03160.2,AT1G03160.3,AT1G03160.4	2845.72	584.00	21.09
AT1G03165	AT1G03165.1	228.00	1.00	0.53
AT1G03170	AT1G03170.1	2309.00	25.00	1.12
AT1G03180	AT1G03180.1,AT1G03180.2,AT1G03180.3,AT1G03180.4,AT1G03180.5,AT1G03180.6	1141.93	28.00	2.57
AT1G03190	AT1G03190.1,AT1G03190.2	2595.00	94.00	3.73
AT1G03200	AT1G03200.1	436.00	54.91	13.94
AT1G03210	AT1G03210.1,AT1G03210.2	1028.33	205.00	20.97
AT1G03220	AT1G03220.1	1891.00	87.87	4.81
AT1G03230	AT1G03230.1	1870.00	158.13	8.75
AT1G03240	AT1G03240.1	547.00	7.09	1.41
AT1G03250	AT1G03250.1,AT1G03250.2,AT1G03250.3,AT1G03250.4	1200.78	216.00	18.82
AT1G03260	AT1G03260.1	1443.00	123.00	8.87
AT1G03270	AT1G03270.1	1765.00	36.00	2.11
AT1G03280	AT1G03280.1,AT1G03280.2,AT1G03280.3	1979.57	228.00	11.90
AT1G03290	AT1G03290.1,AT1G03290.2,AT1G03290.3,AT1G03290.4,AT1G03290.5,AT1G03290.6	2840.72	536.00	19.39
AT1G03300	AT1G03300.1	2013.00	110.00	5.65
AT1G03310	AT1G03310.1,AT1G03310.2	3057.92	613.00	20.58
AT1G03320	AT1G03320.1	701.00	5.00	0.76
AT1G03330	AT1G03330.1	775.00	322.00	44.23
AT1G03340	AT1G03340.1	1507.00	38.00	2.62
AT1G03350	AT1G03350.1	1829.00	234.00	13.24
AT1G03360	AT1G03360.1	1325.00	49.00	3.86
AT1G03365	AT1G03365.1,AT1G03365.2	2907.37	179.00	6.33
AT1G03370	AT1G03370.1,AT1G03370.2	3982.41	336.00	8.64
AT1G03380	AT1G03380.1	4183.00	468.99	11.47
AT1G03390	AT1G03390.1	1386.00	5.00	0.38
AT1G03400	AT1G03400.1,AT1G03400.2	1390.71	426.00	31.91
AT1G03410	AT1G03410.1,AT1G03410.2	2652.00	567.00	21.99
AT1G03430	AT1G03430.1,AT1G03430.2	1240.33	247.00	20.81
AT1G03440	AT1G03440.1	2147.00	149.00	7.16
AT1G03457	AT1G03457.1,AT1G03457.2,AT1G03457.3	1700.25	55.00	3.35
AT1G03470	AT1G03470.1,AT1G03470.2,AT1G03470.3,AT1G03470.4	1265.86	52.00	4.29
AT1G03475	AT1G03475.1	1743.00	1574.01	93.57
AT1G03495	AT1G03495.1	1311.00	134.72	10.72
AT1G03510	AT1G03510.1	1470.00	21.00	1.49
AT1G03520	AT1G03520.1,AT1G03520.2	1659.27	178.00	11.13
AT1G03530	AT1G03530.1	2921.00	170.00	5.98
AT1G03540	AT1G03540.1	1929.00	14.00	0.75
AT1G03550	AT1G03550.1,AT1G03550.2,AT1G03550.3,AT1G03550.4,AT1G03550.5,AT1G03550.6,AT1G03550.7	1156.23	248.99	22.56
AT1G03560	AT1G03560.1	2338.00	71.00	3.13
AT1G03590	AT1G03590.1	2219.00	129.00	6.00
AT1G03600	AT1G03600.1	1315.00	1593.00	126.40
AT1G03610	AT1G03610.1,AT1G03610.2	1905.80	466.00	25.29
AT1G03620	AT1G03620.1,AT1G03620.10,AT1G03620.11,AT1G03620.12,AT1G03620.13,AT1G03620.2,AT1G03620.3,AT1G03620.4,AT1G03620.5,AT1G03620.6,AT1G03620.7,AT1G03620.8,AT1G03620.9	1392.56	107.00	8.00
AT1G03630	AT1G03630.1,AT1G03630.2	1409.13	1181.00	87.28
AT1G03650	AT1G03650.1	892.00	49.00	5.81
AT1G03660	AT1G03660.1,AT1G03660.2	1019.00	7.00	0.72
AT1G03670	AT1G03670.1	1851.00	2.00	0.11
AT1G03680	AT1G03680.1	957.00	3696.00	407.32
AT1G03687	AT1G03687.1,AT1G03687.2	1450.21	173.00	12.41
AT1G03700	AT1G03700.1	837.00	1.00	0.13
AT1G03710	AT1G03710.1,AT1G03710.2	743.00	9.00	1.29
AT1G03730	AT1G03730.1	1271.00	112.00	9.20
AT1G03740	AT1G03740.1,AT1G03740.2	3096.07	748.00	24.80
AT1G03750	AT1G03750.1	2777.00	49.00	1.81
AT1G03760	AT1G03760.1	1382.00	170.00	12.82
AT1G03770	AT1G03770.1,AT1G03770.2,AT1G03770.3,AT1G03770.4,AT1G03770.5,AT1G03770.6	1589.55	69.00	4.51
AT1G03780	AT1G03780.1,AT1G03780.2,AT1G03780.3	2625.36	147.00	5.76
AT1G03800	AT1G03800.1	1280.00	2.00	0.16
AT1G03820	AT1G03820.1	1127.00	58.00	5.40
AT1G03830	AT1G03830.1,AT1G03830.2	3533.09	91.99	2.67
AT1G03840	AT1G03840.1,AT1G03840.2	1657.54	24.00	1.50
AT1G03850	AT1G03850.1,AT1G03850.2,AT1G03850.3	779.00	60.00	8.20
AT1G03860	AT1G03860.1,AT1G03860.2,AT1G03860.3	1381.43	625.00	47.14
AT1G03870	AT1G03870.1	1164.00	1135.00	102.12
AT1G03900	AT1G03900.1	1239.00	890.00	75.08
AT1G03905	AT1G03905.1,AT1G03905.2,AT1G03905.3,AT1G03905.4	1404.48	23.39	1.73
AT1G03910	AT1G03910.1,AT1G03910.2	2491.74	477.00	19.71
AT1G03920	AT1G03920.1,AT1G03920.2,AT1G03920.3	2103.00	14.00	0.69
AT1G03930	AT1G03930.1	2419.00	301.31	12.83
AT1G03940	AT1G03940.1	1918.00	318.28	17.16
AT1G03950	AT1G03950.1	1023.00	150.00	15.42
AT1G03960	AT1G03960.1,AT1G03960.2,AT1G03960.3,AT1G03960.4,AT1G03960.5,AT1G03960.6,AT1G03960.7	1899.41	198.00	10.78
AT1G03970	AT1G03970.1	1148.00	419.00	38.24
AT1G03980	AT1G03980.1,AT1G03980.2,AT1G03980.3,AT1G03980.4	1186.00	2.00	0.18
AT1G03990	AT1G03990.1	2384.00	34.00	1.47
AT1G04000	AT1G04000.1	1267.00	119.00	9.81
AT1G04010	AT1G04010.1	2669.00	164.00	6.32
AT1G04020	AT1G04020.1,AT1G04020.2	2476.00	55.00	2.29
AT1G04030	AT1G04030.1,AT1G04030.2	1854.00	217.00	12.11
AT1G04040	AT1G04040.1	1086.00	466.00	45.04
AT1G04050	AT1G04050.1,AT1G04050.2,AT1G04050.3	2563.30	70.00	2.81
AT1G04070	AT1G04070.1	690.00	94.00	14.59
AT1G04080	AT1G04080.1,AT1G04080.2,AT1G04080.3,AT1G04080.4,AT1G04080.5	2475.36	1152.00	47.92
AT1G04090	AT1G04090.1	2110.00	6.00	0.29
AT1G04100	AT1G04100.1	1308.00	18.00	1.44
AT1G04105	AT1G04105.1	402.00	3.00	0.83
AT1G04110	AT1G04110.1	2513.00	16.00	0.66
AT1G04120	AT1G04120.1,AT1G04120.2,AT1G04120.3	5304.09	736.00	14.17
AT1G04130	AT1G04130.1,AT1G04130.2	1338.30	92.00	7.17
AT1G04140	AT1G04140.1,AT1G04140.2	3125.19	1132.00	37.18
AT1G04150	AT1G04150.1	3408.00	8.00	0.24
AT1G04160	AT1G04160.1,AT1G04160.2	5231.50	86.00	1.68
AT1G04170	AT1G04170.1,AT1G04170.2	1860.00	804.00	44.73
AT1G04180	AT1G04180.1	1649.00	1.00	0.06
AT1G04190	AT1G04190.1	1418.00	284.00	20.85
AT1G04200	AT1G04200.1,AT1G04200.2,AT1G04200.3	2614.05	295.00	11.61
AT1G04210	AT1G04210.1	4016.00	351.00	8.95
AT1G04220	AT1G04220.1	2044.00	51.07	2.58
AT1G04230	AT1G04230.1,AT1G04230.2	1995.07	434.00	22.48
AT1G04240	AT1G04240.1,AT1G04240.2	1191.22	520.00	45.68
AT1G04250	AT1G04250.1	1317.00	23.00	1.82
AT1G04260	AT1G04260.1	1287.00	213.00	17.28
AT1G04270	AT1G04270.1,AT1G04270.2	879.03	2366.13	284.89
AT1G04280	AT1G04280.1,AT1G04280.2	2412.97	135.00	5.76
AT1G04290	AT1G04290.1,AT1G04290.2	911.13	202.00	23.43
AT1G04300	AT1G04300.1,AT1G04300.2,AT1G04300.3,AT1G04300.4,AT1G04300.5,AT1G04300.6	2947.86	1236.00	43.07
AT1G04310	AT1G04310.1,AT1G04310.2	2490.68	92.00	3.80
AT1G04330	AT1G04330.1	694.00	13.00	2.01
AT1G04340	AT1G04340.1	1044.00	235.00	23.66
AT1G04350	AT1G04350.1	2066.00	417.00	20.84
AT1G04360	AT1G04360.1	1747.00	9.00	0.53
AT1G04380	AT1G04380.1,AT1G04380.2	1872.00	5.00	0.28
AT1G04390	AT1G04390.1	3466.00	90.00	2.66
AT1G04400	AT1G04400.1,AT1G04400.2	2434.12	2166.00	91.64
AT1G04410	AT1G04410.1	1613.00	5075.00	326.56
AT1G04420	AT1G04420.1	1539.00	662.00	44.70
AT1G04430	AT1G04430.1,AT1G04430.2,AT1G04430.3	2506.42	1154.00	47.40
AT1G04440	AT1G04440.1	2407.00	709.00	30.34
AT1G04480	AT1G04480.1	822.00	951.00	122.82
AT1G04490	AT1G04490.1,AT1G04490.2,AT1G04490.3,AT1G04490.4,AT1G04490.5,AT1G04490.6,AT1G04490.7,AT1G04490.8,AT1G04490.9	1608.00	2.00	0.13
AT1G04500	AT1G04500.1,AT1G04500.2,AT1G04500.3,AT1G04500.4	1698.00	7.00	0.43
AT1G04510	AT1G04510.1,AT1G04510.2	2110.37	593.00	29.01
AT1G04520	AT1G04520.1	1569.00	122.00	8.08
AT1G04530	AT1G04530.1	1524.00	291.00	19.85
AT1G04540	AT1G04540.1	2446.00	33.00	1.39
AT1G04550	AT1G04550.1,AT1G04550.2	1357.80	144.00	11.06
AT1G04555	AT1G04555.1	991.00	82.00	8.71
AT1G04570	AT1G04570.1,AT1G04570.2	2038.00	15.00	0.76
AT1G04580	AT1G04580.1	4604.00	4.00	0.09
AT1G04590	AT1G04590.1,AT1G04590.2	1409.00	176.00	13.01
AT1G04600	AT1G04600.1	5766.00	27.00	0.48
AT1G04620	AT1G04620.1	2222.00	826.00	38.34
AT1G04630	AT1G04630.1	745.00	143.00	20.47
AT1G04635	AT1G04635.1	725.00	24.00	3.54
AT1G04640	AT1G04640.1,AT1G04640.2	1007.28	391.00	40.86
AT1G04645	AT1G04645.1	494.00	8.00	1.77
AT1G04650	AT1G04650.1,AT1G04650.2	2977.04	42.00	1.45
AT1G04660	AT1G04660.1	1406.00	32.00	2.37
AT1G04680	AT1G04680.1	2074.00	914.00	45.51
AT1G04690	AT1G04690.1	1609.00	906.00	58.45
AT1G04700	AT1G04700.1,AT1G04700.2,AT1G04700.3	3819.00	14.00	0.38
AT1G04710	AT1G04710.1	1672.00	186.61	11.57
AT1G04730	AT1G04730.1,AT1G04730.2,AT1G04730.3,AT1G04730.4	2562.00	42.00	1.69
AT1G04750	AT1G04750.1,AT1G04750.2,AT1G04750.3,AT1G04750.4	1272.38	686.99	56.39
AT1G04760	AT1G04760.1,AT1G04760.2	1372.03	98.99	7.52
AT1G04770	AT1G04770.1	1284.00	170.00	13.82
AT1G04778	AT1G04778.1	848.00	3.00	0.38
AT1G04780	AT1G04780.1	3161.00	626.00	20.32
AT1G04790	AT1G04790.1	2751.00	312.00	11.66
AT1G04800	AT1G04800.1	1027.00	11.00	1.13
AT1G04810	AT1G04810.1	3435.00	543.00	16.21
AT1G04820	AT1G04820.1	1971.00	4320.84	226.58
AT1G04830	AT1G04830.1,AT1G04830.2,AT1G04830.3	1707.59	287.00	17.42
AT1G04840	AT1G04840.1	2703.00	16.00	0.61
AT1G04850	AT1G04850.1,AT1G04850.2	1668.93	978.00	60.78
AT1G04860	AT1G04860.1	3438.00	244.00	7.28
AT1G04870	AT1G04870.1,AT1G04870.2	1573.85	292.00	19.27
AT1G04880	AT1G04880.1	1767.00	10.00	0.59
AT1G04900	AT1G04900.1	1734.00	131.00	7.83
