gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G01380	AT1G01380.1,AT1G01380.2,AT1G01380.3	817.21	6.00	0.67
AT1G01390	AT1G01390.1,AT1G01390.2	1789.00	30.00	1.49
AT1G01420	AT1G01420.1,AT1G01420.2	1668.35	77.00	4.09
AT1G01430	AT1G01430.1	2134.00	697.00	28.84
AT1G01440	AT1G01440.1	2830.00	245.00	7.61
AT1G01450	AT1G01450.1	1413.00	108.00	6.81
AT1G01453	AT1G01453.1,AT1G01453.2	1225.00	1.00	0.07
AT1G01470	AT1G01470.1	1348.00	1583.00	104.74
AT1G01490	AT1G01490.1,AT1G01490.2,AT1G01490.3,AT1G01490.4	1577.86	1056.00	59.45
AT1G01500	AT1G01500.1	1773.00	247.00	12.34
AT1G01510	AT1G01510.1	2637.00	408.00	13.61
AT1G01520	AT1G01520.1,AT1G01520.2,AT1G01520.3,AT1G01520.4,AT1G01520.5	1349.00	1.00	0.07
AT1G01530	AT1G01530.1	758.00	3.00	0.36
AT1G01540	AT1G01540.1,AT1G01540.2	1947.26	1108.00	50.32
AT1G01550	AT1G01550.1,AT1G01550.2	1580.93	1235.00	69.39
AT1G01560	AT1G01560.1,AT1G01560.2,AT1G01560.3,AT1G01560.4	1614.15	54.00	2.97
AT1G01570	AT1G01570.1,AT1G01570.2	1885.00	10.00	0.47
AT1G01580	AT1G01580.1,AT1G01580.2	2635.00	12.00	0.40
AT1G01590	AT1G01590.1	2624.00	6.00	0.20
AT1G01600	AT1G01600.1	2323.00	34.03	1.29
AT1G01610	AT1G01610.1	1916.00	233.00	10.76
AT1G01620	AT1G01620.1,AT1G01620.2	1330.36	4131.00	277.05
AT1G01630	AT1G01630.1	1479.00	420.00	25.27
AT1G01640	AT1G01640.1,AT1G01640.2	1126.00	92.00	7.33
AT1G01650	AT1G01650.1,AT1G01650.2,AT1G01650.3,AT1G01650.4	2243.73	723.00	28.42
AT1G01660	AT1G01660.1,AT1G01660.2	1756.13	35.00	1.77
AT1G01670	AT1G01670.1,AT1G01670.2,AT1G01670.3	1297.16	45.00	3.10
AT1G01680	AT1G01680.1	1187.00	8.00	0.60
AT1G01690	AT1G01690.1,AT1G01690.2,AT1G01690.3	1715.38	43.00	2.22
AT1G01695	AT1G01695.1	1658.00	5.00	0.27
AT1G01700	AT1G01700.1,AT1G01700.2,AT1G01700.3,AT1G01700.4,AT1G01700.5	1679.55	52.83	2.79
AT1G01710	AT1G01710.1	1701.00	443.00	23.09
AT1G01715	AT1G01715.1,AT1G01715.2	668.06	43.00	5.91
AT1G01720	AT1G01720.1	1653.00	300.00	16.10
AT1G01725	AT1G01725.1	537.00	131.00	22.71
AT1G01730	AT1G01730.1	1197.00	275.00	20.56
AT1G01740	AT1G01740.1,AT1G01740.2,AT1G01740.3,AT1G01740.4,AT1G01740.5	1685.06	54.00	2.84
AT1G01750	AT1G01750.1,AT1G01750.2	837.14	13.00	1.41
AT1G01760	AT1G01760.1,AT1G01760.2,AT1G01760.3,AT1G01760.4	1316.33	24.00	1.63
AT1G01770	AT1G01770.1	2377.00	338.00	12.53
AT1G01780	AT1G01780.1	939.00	216.00	20.77
AT1G01790	AT1G01790.1,AT1G01790.2	4239.82	1492.00	30.80
AT1G01800	AT1G01800.1,AT1G01800.2	1132.19	673.00	53.30
AT1G01810	AT1G01810.1	653.00	5.00	0.70
AT1G01820	AT1G01820.1	1262.00	1023.00	72.44
AT1G01830	AT1G01830.1,AT1G01830.2,AT1G01830.3	2264.49	383.00	14.92
AT1G01840	AT1G01840.1	822.00	34.00	3.76
AT1G01860	AT1G01860.1,AT1G01860.2,AT1G01860.3,AT1G01860.4,AT1G01860.5	1328.95	163.00	10.94
AT1G01880	AT1G01880.1,AT1G01880.2,AT1G01880.3,AT1G01880.4	1779.23	12.00	0.60
AT1G01900	AT1G01900.1	2607.00	36.00	1.22
AT1G01910	AT1G01910.1,AT1G01910.2,AT1G01910.3,AT1G01910.4,AT1G01910.5	1381.84	483.00	31.15
AT1G01920	AT1G01920.1,AT1G01920.2,AT1G01920.3,AT1G01920.4,AT1G01920.5	1945.26	213.00	9.68
AT1G01930	AT1G01930.1	2101.00	144.00	6.05
AT1G01940	AT1G01940.1	877.00	183.00	18.89
AT1G01950	AT1G01950.1,AT1G01950.2,AT1G01950.3,AT1G01950.4	2981.41	195.00	5.75
AT1G01960	AT1G01960.1	5825.00	1240.00	18.59
AT1G01970	AT1G01970.1	1710.00	280.00	14.52
AT1G01990	AT1G01990.1	1483.00	441.00	26.46
AT1G02000	AT1G02000.1	2088.00	131.00	5.54
AT1G02010	AT1G02010.1,AT1G02010.2,AT1G02010.3,AT1G02010.4,AT1G02010.5,AT1G02010.6	2304.79	130.00	4.97
AT1G02020	AT1G02020.1,AT1G02020.2,AT1G02020.3	2353.89	259.00	9.70
AT1G02030	AT1G02030.1	2135.00	1.00	0.04
AT1G02050	AT1G02050.1	1540.00	101.00	5.83
AT1G02060	AT1G02060.1	2225.00	54.00	2.14
AT1G02065	AT1G02065.1,AT1G02065.2	1742.29	51.00	2.59
AT1G02067	AT1G02067.1	222.00	8.00	3.74
AT1G02070	AT1G02070.1	789.00	4.00	0.46
AT1G02080	AT1G02080.1,AT1G02080.2,AT1G02080.3	7487.95	1432.00	16.68
AT1G02090	AT1G02090.1,AT1G02090.2,AT1G02090.3	1273.79	264.00	18.52
AT1G02100	AT1G02100.1,AT1G02100.2,AT1G02100.3	1374.57	525.00	34.05
AT1G02110	AT1G02110.1	2314.00	358.00	13.64
AT1G02120	AT1G02120.1,AT1G02120.2,AT1G02120.3	2168.89	1025.00	41.71
AT1G02130	AT1G02130.1	1110.00	587.00	47.45
AT1G02140	AT1G02140.1	875.00	831.00	86.00
AT1G02145	AT1G02145.1,AT1G02145.2,AT1G02145.3,AT1G02145.4	1664.81	277.00	14.76
AT1G02150	AT1G02150.1	1979.00	1500.00	67.01
AT1G02160	AT1G02160.1,AT1G02160.2	529.73	206.00	36.24
AT1G02170	AT1G02170.1	1451.00	553.00	33.92
AT1G02180	AT1G02180.1	922.00	64.00	6.27
AT1G02190	AT1G02190.1,AT1G02190.2	2161.00	16.00	0.65
AT1G02205	AT1G02205.1,AT1G02205.2,AT1G02205.3,AT1G02205.4,AT1G02205.5	2256.02	310.00	12.12
AT1G02220	AT1G02220.1	1590.00	7.99	0.45
AT1G02230	AT1G02230.1	1436.00	1.00	0.06
AT1G02260	AT1G02260.1,AT1G02260.2	2517.83	375.00	13.11
AT1G02270	AT1G02270.1,AT1G02270.2	1737.00	213.00	10.87
AT1G02280	AT1G02280.1,AT1G02280.2	1208.56	694.00	51.38
AT1G02290	AT1G02290.1	1767.00	166.00	8.32
AT1G02300	AT1G02300.1	1464.00	450.58	27.39
AT1G02305	AT1G02305.1	1407.00	1731.42	109.63
AT1G02330	AT1G02330.1	1193.00	108.00	8.10
AT1G02335	AT1G02335.1	990.00	5.00	0.46
AT1G02340	AT1G02340.1,AT1G02340.2	1391.00	50.00	3.20
AT1G02350	AT1G02350.1	423.00	21.00	4.71
AT1G02360	AT1G02360.1,AT1G02360.2,AT1G02360.3	1118.00	17.00	1.36
AT1G02370	AT1G02370.1	1986.00	53.00	2.36
AT1G02380	AT1G02380.1	1317.00	47.00	3.19
AT1G02390	AT1G02390.1	2074.00	71.00	3.02
AT1G02400	AT1G02400.1,AT1G02400.2	1414.00	10.00	0.63
AT1G02405	AT1G02405.1	754.00	5.00	0.60
AT1G02410	AT1G02410.1,AT1G02410.2,AT1G02410.3	1278.00	162.00	11.32
AT1G02420	AT1G02420.1	1520.00	26.00	1.52
AT1G02430	AT1G02430.1,AT1G02430.2	968.00	15.74	1.47
AT1G02440	AT1G02440.1,AT1G02440.2	689.59	6.26	0.83
AT1G02450	AT1G02450.1	623.00	14.00	2.07
AT1G02460	AT1G02460.1	2079.00	9.00	0.38
AT1G02470	AT1G02470.1,AT1G02470.2	783.60	65.00	7.55
AT1G02475	AT1G02475.1	1091.00	841.00	69.21
AT1G02490	AT1G02490.1	298.00	1.00	0.33
AT1G02500	AT1G02500.1,AT1G02500.2	1559.88	7288.02	415.14
AT1G02520	AT1G02520.1,AT1G02520.2,AT1G02520.3	4052.00	5.15	0.11
AT1G02530	AT1G02530.1,AT1G02530.2	4114.00	3.85	0.08
AT1G02560	AT1G02560.1	1479.00	5213.00	313.59
AT1G02580	AT1G02580.1,AT1G02580.2	1819.00	1.00	0.05
AT1G02610	AT1G02610.1,AT1G02610.2,AT1G02610.3	1027.25	270.00	23.65
AT1G02620	AT1G02620.1	1383.00	27.00	1.74
AT1G02630	AT1G02630.1,AT1G02630.2	1783.00	20.00	0.99
AT1G02640	AT1G02640.1	2773.00	301.00	9.54
AT1G02650	AT1G02650.1,AT1G02650.2	1824.00	11.00	0.53
AT1G02660	AT1G02660.1	2842.00	559.00	17.29
AT1G02670	AT1G02670.1,AT1G02670.2,AT1G02670.3,AT1G02670.4,AT1G02670.5,AT1G02670.6,AT1G02670.7	2311.00	8.00	0.31
AT1G02680	AT1G02680.1	907.00	188.00	18.74
AT1G02690	AT1G02690.1,AT1G02690.2	2154.91	69.00	2.83
AT1G02700	AT1G02700.1	1356.00	28.00	1.84
AT1G02705	AT1G02705.1	426.00	65.00	14.48
AT1G02710	AT1G02710.1	291.00	9.00	3.07
AT1G02720	AT1G02720.1,AT1G02720.2	1950.27	156.19	7.08
AT1G02730	AT1G02730.1	3925.00	365.00	8.15
AT1G02740	AT1G02740.1	1566.00	83.00	4.71
AT1G02750	AT1G02750.1,AT1G02750.2	1030.94	147.00	12.83
AT1G02770	AT1G02770.1	1233.00	10.00	0.73
AT1G02780	AT1G02780.1	1109.00	3704.00	299.69
AT1G02800	AT1G02800.1	1823.00	83.00	4.03
AT1G02810	AT1G02810.1	2132.00	9.00	0.37
AT1G02816	AT1G02816.1	1602.00	161.00	8.92
AT1G02820	AT1G02820.1	816.00	1.00	0.11
AT1G02830	AT1G02830.1	445.00	1.00	0.21
AT1G02840	AT1G02840.1,AT1G02840.2,AT1G02840.3,AT1G02840.4,AT1G02840.5	1516.17	1061.00	62.22
AT1G02850	AT1G02850.1,AT1G02850.2,AT1G02850.3,AT1G02850.4,AT1G02850.5	1888.10	304.00	14.25
AT1G02860	AT1G02860.1,AT1G02860.2,AT1G02860.3	1517.00	94.00	5.51
AT1G02870	AT1G02870.1	847.00	215.00	23.02
AT1G02880	AT1G02880.1,AT1G02880.2,AT1G02880.3,AT1G02880.4,AT1G02880.5,AT1G02880.6	1202.84	277.99	20.68
AT1G02890	AT1G02890.1,AT1G02890.2	4216.55	641.00	13.31
AT1G02900	AT1G02900.1	854.00	7.00	0.74
AT1G02910	AT1G02910.1,AT1G02910.2	1641.76	515.00	27.84
AT1G02920	AT1G02920.1	1213.00	580.72	42.83
AT1G02930	AT1G02930.1,AT1G02930.2	880.95	1468.28	150.88
AT1G02940	AT1G02940.1,AT1G02940.2,AT1G02940.3,AT1G02940.4	791.00	1.00	0.12
AT1G02950	AT1G02950.1,AT1G02950.2,AT1G02950.3,AT1G02950.4,AT1G02950.5	904.00	21.00	2.10
AT1G02960	AT1G02960.1,AT1G02960.2,AT1G02960.3,AT1G02960.4,AT1G02960.5,AT1G02960.6	1857.45	299.00	14.25
AT1G02970	AT1G02970.1	1897.00	32.00	1.49
AT1G02990	AT1G02990.1,AT1G02990.2,AT1G02990.3,AT1G02990.4,AT1G02990.5,AT1G02990.6	4404.07	222.94	4.43
AT1G03000	AT1G03000.1	3295.00	368.00	9.80
AT1G03010	AT1G03010.1,AT1G03010.2,AT1G03010.3	2251.06	79.00	3.10
AT1G03020	AT1G03020.1	673.00	2.00	0.27
AT1G03030	AT1G03030.1,AT1G03030.2	1480.14	166.00	9.98
AT1G03040	AT1G03040.1,AT1G03040.2,AT1G03040.3	1503.49	534.00	31.59
AT1G03050	AT1G03050.1	2222.00	3.00	0.12
AT1G03055	AT1G03055.1,AT1G03055.2	1027.35	17.99	1.58
AT1G03060	AT1G03060.1,AT1G03060.2,AT1G03060.3,AT1G03060.4	11321.02	663.00	5.10
AT1G03070	AT1G03070.1,AT1G03070.2,AT1G03070.3	1132.00	2.00	0.16
AT1G03080	AT1G03080.1,AT1G03080.2,AT1G03080.3	5871.91	490.00	7.29
AT1G03090	AT1G03090.1,AT1G03090.2	2572.36	500.00	17.11
AT1G03100	AT1G03100.1	2595.00	57.00	1.93
AT1G03106	AT1G03106.1	934.00	1.00	0.10
AT1G03110	AT1G03110.1	1577.00	59.00	3.32
AT1G03120	AT1G03120.1,AT1G03120.2	629.00	1.00	0.15
AT1G03130	AT1G03130.1	956.00	8874.98	837.55
AT1G03140	AT1G03140.1	1553.00	495.00	28.32
AT1G03150	AT1G03150.1	809.00	158.00	17.75
AT1G03160	AT1G03160.1,AT1G03160.2,AT1G03160.3,AT1G03160.4	2858.10	762.00	23.43
AT1G03165	AT1G03165.1	228.00	1.00	0.45
AT1G03170	AT1G03170.1	2309.00	9.00	0.34
AT1G03180	AT1G03180.1,AT1G03180.2,AT1G03180.3,AT1G03180.4,AT1G03180.5,AT1G03180.6	1108.63	36.00	2.91
AT1G03190	AT1G03190.1,AT1G03190.2	2595.00	106.00	3.60
AT1G03200	AT1G03200.1	436.00	56.00	12.16
AT1G03210	AT1G03210.1,AT1G03210.2	1028.52	238.00	20.82
AT1G03220	AT1G03220.1	1891.00	226.34	10.59
AT1G03230	AT1G03230.1	1870.00	242.66	11.48
AT1G03240	AT1G03240.1	547.00	4.00	0.68
AT1G03250	AT1G03250.1,AT1G03250.2,AT1G03250.3,AT1G03250.4	1219.52	212.00	15.55
AT1G03260	AT1G03260.1	1443.00	140.00	8.64
AT1G03270	AT1G03270.1	1765.00	43.00	2.16
AT1G03280	AT1G03280.1,AT1G03280.2,AT1G03280.3	1988.03	270.00	12.01
AT1G03290	AT1G03290.1,AT1G03290.2,AT1G03290.3,AT1G03290.4,AT1G03290.5,AT1G03290.6	3019.84	528.00	15.36
AT1G03300	AT1G03300.1	2013.00	78.00	3.42
AT1G03310	AT1G03310.1,AT1G03310.2	3062.78	711.00	20.39
AT1G03320	AT1G03320.1	701.00	3.00	0.39
AT1G03330	AT1G03330.1	775.00	286.00	33.61
AT1G03340	AT1G03340.1	1507.00	20.00	1.18
AT1G03350	AT1G03350.1	1829.00	242.00	11.72
AT1G03360	AT1G03360.1	1325.00	44.00	2.96
AT1G03365	AT1G03365.1,AT1G03365.2	2907.62	176.00	5.32
AT1G03370	AT1G03370.1,AT1G03370.2	3963.77	449.00	9.92
AT1G03380	AT1G03380.1	4183.00	612.00	12.81
AT1G03390	AT1G03390.1	1386.00	1.00	0.06
AT1G03400	AT1G03400.1,AT1G03400.2	1393.47	502.00	32.10
AT1G03410	AT1G03410.1,AT1G03410.2	2652.00	623.00	20.67
AT1G03430	AT1G03430.1,AT1G03430.2	1245.13	283.00	20.32
AT1G03440	AT1G03440.1	2147.00	202.00	8.31
AT1G03445	AT1G03445.1,AT1G03445.2	2727.00	2.00	0.06
AT1G03457	AT1G03457.1,AT1G03457.2,AT1G03457.3	1616.49	66.00	3.62
AT1G03470	AT1G03470.1,AT1G03470.2,AT1G03470.3,AT1G03470.4	1235.57	41.00	2.97
AT1G03475	AT1G03475.1	1743.00	1639.00	83.34
AT1G03495	AT1G03495.1	1311.00	84.82	5.78
AT1G03510	AT1G03510.1	1470.00	23.00	1.39
AT1G03520	AT1G03520.1,AT1G03520.2	1599.36	200.00	11.10
AT1G03530	AT1G03530.1	2921.00	128.00	3.85
AT1G03540	AT1G03540.1	1929.00	10.00	0.46
AT1G03550	AT1G03550.1,AT1G03550.2,AT1G03550.3,AT1G03550.4,AT1G03550.5,AT1G03550.6,AT1G03550.7	1035.48	227.00	19.72
AT1G03560	AT1G03560.1	2338.00	72.00	2.71
AT1G03590	AT1G03590.1	2219.00	160.00	6.36
AT1G03600	AT1G03600.1	1315.00	2716.00	184.34
AT1G03610	AT1G03610.1,AT1G03610.2	1907.05	539.00	25.00
AT1G03620	AT1G03620.1,AT1G03620.10,AT1G03620.11,AT1G03620.12,AT1G03620.13,AT1G03620.2,AT1G03620.3,AT1G03620.4,AT1G03620.5,AT1G03620.6,AT1G03620.7,AT1G03620.8,AT1G03620.9	1441.59	80.99	5.00
AT1G03630	AT1G03630.1,AT1G03630.2	1418.37	1439.00	90.36
AT1G03650	AT1G03650.1	892.00	41.00	4.16
AT1G03660	AT1G03660.1,AT1G03660.2	866.84	5.94	0.62
AT1G03680	AT1G03680.1	957.00	4990.00	470.40
AT1G03687	AT1G03687.1,AT1G03687.2	1452.91	175.00	10.72
AT1G03710	AT1G03710.1,AT1G03710.2	997.00	2.00	0.18
AT1G03730	AT1G03730.1	1271.00	129.00	9.07
AT1G03740	AT1G03740.1,AT1G03740.2	3096.64	880.00	24.95
AT1G03750	AT1G03750.1	2777.00	62.00	1.96
AT1G03760	AT1G03760.1	1382.00	126.00	8.13
AT1G03770	AT1G03770.1,AT1G03770.2,AT1G03770.3,AT1G03770.4,AT1G03770.5,AT1G03770.6	1754.05	55.00	2.78
AT1G03780	AT1G03780.1,AT1G03780.2,AT1G03780.3	2615.12	130.00	4.37
AT1G03800	AT1G03800.1	1280.00	2.00	0.14
AT1G03820	AT1G03820.1	1127.00	27.00	2.15
AT1G03830	AT1G03830.1,AT1G03830.2	3553.69	79.00	1.95
AT1G03840	AT1G03840.1,AT1G03840.2	1923.00	10.00	0.46
AT1G03850	AT1G03850.1,AT1G03850.2,AT1G03850.3	819.17	36.00	3.99
AT1G03860	AT1G03860.1,AT1G03860.2,AT1G03860.3	1398.00	572.00	36.46
AT1G03870	AT1G03870.1	1164.00	1313.00	101.05
AT1G03900	AT1G03900.1	1239.00	923.00	66.61
AT1G03905	AT1G03905.1,AT1G03905.2,AT1G03905.3,AT1G03905.4	1401.75	24.49	1.56
AT1G03910	AT1G03910.1,AT1G03910.2	2527.66	404.00	14.07
AT1G03920	AT1G03920.1,AT1G03920.2,AT1G03920.3	2237.00	8.00	0.32
AT1G03930	AT1G03930.1	2419.00	401.00	14.61
AT1G03940	AT1G03940.1	1918.00	87.18	4.02
AT1G03950	AT1G03950.1	1023.00	181.00	15.92
AT1G03960	AT1G03960.1,AT1G03960.2,AT1G03960.3,AT1G03960.4,AT1G03960.5,AT1G03960.6,AT1G03960.7	2129.36	220.00	9.12
AT1G03970	AT1G03970.1	1148.00	452.00	35.29
AT1G03980	AT1G03980.1,AT1G03980.2,AT1G03980.3,AT1G03980.4	1186.00	3.00	0.23
AT1G03990	AT1G03990.1	2384.00	25.00	0.92
AT1G04000	AT1G04000.1	1267.00	126.00	8.89
AT1G04010	AT1G04010.1	2669.00	211.00	6.96
AT1G04020	AT1G04020.1,AT1G04020.2	2394.00	64.00	2.36
AT1G04030	AT1G04030.1,AT1G04030.2	1854.00	294.00	14.04
AT1G04040	AT1G04040.1	1086.00	830.00	68.63
AT1G04050	AT1G04050.1,AT1G04050.2,AT1G04050.3	2774.42	60.00	1.90
AT1G04070	AT1G04070.1	690.00	48.00	6.37
AT1G04080	AT1G04080.1,AT1G04080.2,AT1G04080.3,AT1G04080.4,AT1G04080.5	2495.89	1199.00	42.30
AT1G04090	AT1G04090.1	2110.00	5.00	0.21
AT1G04100	AT1G04100.1	1308.00	25.00	1.71
AT1G04105	AT1G04105.1	402.00	10.00	2.37
AT1G04110	AT1G04110.1	2513.00	10.00	0.35
AT1G04120	AT1G04120.1,AT1G04120.2,AT1G04120.3	5296.52	765.00	12.62
AT1G04130	AT1G04130.1,AT1G04130.2	1200.77	67.00	4.99
AT1G04140	AT1G04140.1,AT1G04140.2	3125.26	1317.00	37.00
AT1G04160	AT1G04160.1,AT1G04160.2	5209.68	78.00	1.31
AT1G04170	AT1G04170.1,AT1G04170.2	1860.00	699.00	33.26
AT1G04190	AT1G04190.1	1418.00	241.00	15.14
AT1G04200	AT1G04200.1,AT1G04200.2,AT1G04200.3	2634.57	369.00	12.32
AT1G04210	AT1G04210.1	4016.00	385.00	8.40
AT1G04220	AT1G04220.1	2044.00	22.98	0.99
AT1G04230	AT1G04230.1,AT1G04230.2	1999.00	491.00	21.71
AT1G04240	AT1G04240.1,AT1G04240.2	1195.42	512.84	38.40
AT1G04250	AT1G04250.1	1317.00	22.00	1.49
AT1G04260	AT1G04260.1	1287.00	211.00	14.64
AT1G04270	AT1G04270.1,AT1G04270.2	870.37	1748.00	181.90
AT1G04280	AT1G04280.1,AT1G04280.2	2432.47	170.00	6.16
AT1G04290	AT1G04290.1,AT1G04290.2	834.60	209.00	22.72
AT1G04300	AT1G04300.1,AT1G04300.2,AT1G04300.3,AT1G04300.4,AT1G04300.5,AT1G04300.6	3039.47	1349.00	38.98
AT1G04310	AT1G04310.1,AT1G04310.2	2480.86	145.00	5.15
AT1G04330	AT1G04330.1	694.00	5.00	0.66
AT1G04340	AT1G04340.1	1044.00	176.99	15.24
AT1G04350	AT1G04350.1	2066.00	362.00	15.48
AT1G04360	AT1G04360.1	1747.00	11.00	0.56
AT1G04370	AT1G04370.1	736.00	1.00	0.12
AT1G04380	AT1G04380.1,AT1G04380.2	1826.30	6.00	0.29
AT1G04390	AT1G04390.1	3466.00	114.00	2.88
AT1G04400	AT1G04400.1,AT1G04400.2	2429.15	2332.00	84.58
AT1G04410	AT1G04410.1	1613.00	4976.00	273.89
AT1G04420	AT1G04420.1	1539.00	1235.00	71.33
AT1G04430	AT1G04430.1,AT1G04430.2,AT1G04430.3	2541.10	1655.00	57.34
AT1G04440	AT1G04440.1	2407.00	928.00	33.97
AT1G04455	AT1G04455.1	354.00	2.01	0.55
AT1G04480	AT1G04480.1	822.00	794.00	87.71
AT1G04490	AT1G04490.1,AT1G04490.2,AT1G04490.3,AT1G04490.4,AT1G04490.5,AT1G04490.6,AT1G04490.7,AT1G04490.8,AT1G04490.9	1608.00	2.00	0.11
AT1G04500	AT1G04500.1,AT1G04500.2,AT1G04500.3,AT1G04500.4	1581.00	2.00	0.11
AT1G04510	AT1G04510.1,AT1G04510.2	2090.08	527.00	22.27
AT1G04520	AT1G04520.1	1569.00	119.00	6.74
AT1G04530	AT1G04530.1	1524.00	266.00	15.52
AT1G04540	AT1G04540.1	2446.00	48.00	1.73
AT1G04550	AT1G04550.1,AT1G04550.2	1355.00	93.00	6.12
AT1G04555	AT1G04555.1	991.00	64.00	5.82
AT1G04560	AT1G04560.1	855.00	1.00	0.11
AT1G04570	AT1G04570.1,AT1G04570.2	2038.00	6.00	0.26
AT1G04580	AT1G04580.1	4604.00	2.00	0.04
AT1G04590	AT1G04590.1,AT1G04590.2	1407.33	146.00	9.24
AT1G04600	AT1G04600.1	5766.00	36.00	0.55
AT1G04620	AT1G04620.1	2222.00	878.00	34.86
AT1G04630	AT1G04630.1	745.00	135.00	16.53
AT1G04635	AT1G04635.1	725.00	14.00	1.76
AT1G04640	AT1G04640.1,AT1G04640.2	1007.52	501.00	44.77
AT1G04650	AT1G04650.1,AT1G04650.2	3001.04	38.00	1.11
AT1G04660	AT1G04660.1	1406.00	17.00	1.08
AT1G04680	AT1G04680.1	2074.00	932.00	39.69
AT1G04690	AT1G04690.1	1609.00	873.00	48.17
AT1G04700	AT1G04700.1,AT1G04700.2,AT1G04700.3	3819.00	10.00	0.23
AT1G04710	AT1G04710.1	1672.00	172.30	9.14
AT1G04730	AT1G04730.1,AT1G04730.2,AT1G04730.3,AT1G04730.4	2686.20	64.00	2.10
AT1G04750	AT1G04750.1,AT1G04750.2,AT1G04750.3,AT1G04750.4	1271.15	830.95	58.40
AT1G04760	AT1G04760.1,AT1G04760.2	1356.88	81.00	5.32
AT1G04770	AT1G04770.1	1284.00	103.00	7.16
AT1G04778	AT1G04778.1	848.00	5.00	0.53
AT1G04780	AT1G04780.1	3161.00	673.00	18.69
AT1G04790	AT1G04790.1	2751.00	403.00	12.88
AT1G04800	AT1G04800.1	1027.00	24.00	2.10
AT1G04810	AT1G04810.1	3435.00	626.59	16.00
AT1G04820	AT1G04820.1	1971.00	3977.14	178.40
AT1G04830	AT1G04830.1,AT1G04830.2,AT1G04830.3	1688.83	287.00	15.07
AT1G04840	AT1G04840.1	2703.00	17.00	0.55
AT1G04850	AT1G04850.1,AT1G04850.2	1669.00	1040.00	55.28
AT1G04860	AT1G04860.1	3438.00	273.00	6.96
AT1G04870	AT1G04870.1,AT1G04870.2	1599.78	249.00	13.82
AT1G04880	AT1G04880.1	1767.00	5.00	0.25
AT1G04900	AT1G04900.1	1734.00	102.00	5.21
AT1G04910	AT1G04910.1	2097.00	506.00	21.31
AT1G04920	AT1G04920.1	3626.00	14.00	0.34
AT1G04930	AT1G04930.1,AT1G04930.2,AT1G04930.3	1406.00	41.00	2.60
AT1G04940	AT1G04940.1	1198.00	753.62	56.30
