gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G01600	AT1G01600.1	2323.00	34.00	1.27
AT1G01610	AT1G01610.1	1916.00	213.00	9.69
AT1G01620	AT1G01620.1,AT1G01620.2	1323.01	3449.00	229.24
AT1G01630	AT1G01630.1	1479.00	348.00	20.63
AT1G01640	AT1G01640.1,AT1G01640.2	1120.76	87.00	6.86
AT1G01650	AT1G01650.1,AT1G01650.2,AT1G01650.3,AT1G01650.4	2237.60	667.00	25.91
AT1G01660	AT1G01660.1,AT1G01660.2	1799.81	19.00	0.92
AT1G01670	AT1G01670.1,AT1G01670.2,AT1G01670.3	1318.71	35.00	2.33
AT1G01680	AT1G01680.1	1187.00	4.00	0.30
AT1G01690	AT1G01690.1,AT1G01690.2,AT1G01690.3	1775.91	43.00	2.11
AT1G01695	AT1G01695.1	1658.00	4.00	0.21
AT1G01700	AT1G01700.1,AT1G01700.2,AT1G01700.3,AT1G01700.4,AT1G01700.5	1798.81	40.00	1.94
AT1G01710	AT1G01710.1	1701.00	403.00	20.70
AT1G01715	AT1G01715.1,AT1G01715.2	670.80	26.99	3.64
AT1G01720	AT1G01720.1	1653.00	280.00	14.81
AT1G01725	AT1G01725.1	537.00	98.00	16.74
AT1G01730	AT1G01730.1	1197.00	304.00	22.40
AT1G01740	AT1G01740.1,AT1G01740.2,AT1G01740.3,AT1G01740.4,AT1G01740.5	1705.55	58.00	2.97
AT1G01750	AT1G01750.1,AT1G01750.2	947.00	11.00	1.03
AT1G01760	AT1G01760.1,AT1G01760.2,AT1G01760.3,AT1G01760.4	1371.60	29.00	1.86
AT1G01770	AT1G01770.1	2377.00	307.00	11.22
AT1G01780	AT1G01780.1	939.00	207.00	19.61
AT1G01790	AT1G01790.1,AT1G01790.2	4242.67	1225.00	24.90
AT1G01800	AT1G01800.1,AT1G01800.2	1134.09	669.00	52.12
AT1G01810	AT1G01810.1	653.00	1.00	0.14
AT1G01820	AT1G01820.1	1262.00	1066.00	74.38
AT1G01830	AT1G01830.1,AT1G01830.2,AT1G01830.3	2299.16	343.00	12.96
AT1G01840	AT1G01840.1	822.00	36.00	3.92
AT1G01860	AT1G01860.1,AT1G01860.2,AT1G01860.3,AT1G01860.4,AT1G01860.5	1290.75	169.00	11.52
AT1G01880	AT1G01880.1,AT1G01880.2,AT1G01880.3,AT1G01880.4	1862.21	24.00	1.12
AT1G01900	AT1G01900.1	2607.00	49.00	1.63
AT1G01910	AT1G01910.1,AT1G01910.2,AT1G01910.3,AT1G01910.4,AT1G01910.5	1394.39	496.00	31.23
AT1G01920	AT1G01920.1,AT1G01920.2,AT1G01920.3,AT1G01920.4,AT1G01920.5	1933.89	228.00	10.27
AT1G01930	AT1G01930.1	2101.00	164.00	6.79
AT1G01940	AT1G01940.1	877.00	178.00	18.11
AT1G01950	AT1G01950.1,AT1G01950.2,AT1G01950.3,AT1G01950.4	2951.69	190.00	5.57
AT1G01960	AT1G01960.1	5825.00	1226.00	18.11
AT1G01970	AT1G01970.1	1710.00	341.00	17.42
AT1G01980	AT1G01980.1	1933.00	1.00	0.05
AT1G01990	AT1G01990.1	1483.00	425.00	25.12
AT1G02000	AT1G02000.1	2088.00	113.00	4.71
AT1G02010	AT1G02010.1,AT1G02010.2,AT1G02010.3,AT1G02010.4,AT1G02010.5,AT1G02010.6	2294.76	144.00	5.45
AT1G02020	AT1G02020.1,AT1G02020.2,AT1G02020.3	2357.28	277.00	10.21
AT1G02050	AT1G02050.1	1540.00	134.00	7.62
AT1G02060	AT1G02060.1	2225.00	74.00	2.89
AT1G02065	AT1G02065.1,AT1G02065.2	1768.43	143.00	7.06
AT1G02067	AT1G02067.1	222.00	29.00	13.37
AT1G02070	AT1G02070.1	789.00	5.00	0.57
AT1G02080	AT1G02080.1,AT1G02080.2,AT1G02080.3	7478.49	1575.00	18.10
AT1G02090	AT1G02090.1,AT1G02090.2,AT1G02090.3	1293.90	263.00	17.89
AT1G02100	AT1G02100.1,AT1G02100.2,AT1G02100.3	1357.51	484.00	31.33
AT1G02110	AT1G02110.1	2314.00	397.00	14.91
AT1G02120	AT1G02120.1,AT1G02120.2,AT1G02120.3	2157.98	1168.00	47.08
AT1G02130	AT1G02130.1	1110.00	601.00	47.87
AT1G02140	AT1G02140.1	875.00	950.00	96.88
AT1G02145	AT1G02145.1,AT1G02145.2,AT1G02145.3,AT1G02145.4	1660.09	243.00	12.80
AT1G02150	AT1G02150.1	1979.00	1690.00	74.39
AT1G02160	AT1G02160.1,AT1G02160.2	526.70	189.00	32.97
AT1G02170	AT1G02170.1	1451.00	500.00	30.23
AT1G02180	AT1G02180.1	922.00	68.00	6.57
AT1G02190	AT1G02190.1,AT1G02190.2	2161.00	63.00	2.54
AT1G02205	AT1G02205.1,AT1G02205.2,AT1G02205.3,AT1G02205.4,AT1G02205.5	2198.34	446.00	17.64
AT1G02220	AT1G02220.1	1590.00	12.00	0.66
AT1G02230	AT1G02230.1	1436.00	3.00	0.18
AT1G02260	AT1G02260.1,AT1G02260.2	2489.06	320.00	11.16
AT1G02270	AT1G02270.1,AT1G02270.2	1737.00	269.00	13.53
AT1G02280	AT1G02280.1,AT1G02280.2	1203.56	830.00	60.81
AT1G02290	AT1G02290.1	1767.00	142.00	7.02
AT1G02300	AT1G02300.1	1464.00	362.17	21.69
AT1G02305	AT1G02305.1	1407.00	1415.83	88.34
AT1G02310	AT1G02310.1,AT1G02310.2	1390.00	1.00	0.06
AT1G02330	AT1G02330.1	1193.00	157.00	11.61
AT1G02335	AT1G02335.1	990.00	5.00	0.45
AT1G02340	AT1G02340.1,AT1G02340.2	1391.00	24.00	1.52
AT1G02350	AT1G02350.1	423.00	26.00	5.75
AT1G02360	AT1G02360.1,AT1G02360.2,AT1G02360.3	1118.00	17.00	1.34
AT1G02370	AT1G02370.1	1986.00	69.99	3.07
AT1G02380	AT1G02380.1	1317.00	46.00	3.07
AT1G02390	AT1G02390.1	2074.00	33.00	1.38
AT1G02400	AT1G02400.1,AT1G02400.2	1414.00	11.00	0.68
AT1G02405	AT1G02405.1	754.00	4.00	0.48
AT1G02410	AT1G02410.1,AT1G02410.2,AT1G02410.3	1278.00	209.00	14.39
AT1G02420	AT1G02420.1	1520.00	26.00	1.50
AT1G02430	AT1G02430.1,AT1G02430.2	968.00	18.47	1.70
AT1G02440	AT1G02440.1,AT1G02440.2	649.00	7.53	1.05
AT1G02450	AT1G02450.1	623.00	47.00	6.85
AT1G02460	AT1G02460.1	2079.00	13.00	0.54
AT1G02470	AT1G02470.1,AT1G02470.2	780.60	40.00	4.60
AT1G02475	AT1G02475.1	1091.00	692.00	56.11
AT1G02500	AT1G02500.1,AT1G02500.2	1552.76	6858.04	386.75
AT1G02520	AT1G02520.1,AT1G02520.2,AT1G02520.3	4052.00	9.63	0.21
AT1G02530	AT1G02530.1,AT1G02530.2	4114.00	1.37	0.03
AT1G02560	AT1G02560.1	1479.00	4234.00	250.98
AT1G02610	AT1G02610.1,AT1G02610.2,AT1G02610.3	1042.27	254.00	21.59
AT1G02620	AT1G02620.1	1383.00	26.00	1.65
AT1G02630	AT1G02630.1,AT1G02630.2	1783.00	24.00	1.18
AT1G02640	AT1G02640.1	2773.00	233.00	7.28
AT1G02650	AT1G02650.1,AT1G02650.2	1824.00	15.00	0.72
AT1G02660	AT1G02660.1	2842.00	558.00	17.01
AT1G02670	AT1G02670.1,AT1G02670.2,AT1G02670.3,AT1G02670.4,AT1G02670.5,AT1G02670.6,AT1G02670.7	2311.00	19.00	0.71
AT1G02680	AT1G02680.1	907.00	185.00	18.17
AT1G02690	AT1G02690.1,AT1G02690.2	1992.87	111.00	4.85
AT1G02700	AT1G02700.1	1356.00	17.00	1.10
AT1G02705	AT1G02705.1	426.00	75.00	16.46
AT1G02710	AT1G02710.1	291.00	9.00	3.02
AT1G02720	AT1G02720.1,AT1G02720.2	1947.00	142.30	6.37
AT1G02730	AT1G02730.1	3925.00	549.00	12.07
AT1G02740	AT1G02740.1	1566.00	72.00	4.03
AT1G02750	AT1G02750.1,AT1G02750.2	1079.50	141.00	11.56
AT1G02770	AT1G02770.1	1233.00	6.00	0.43
AT1G02780	AT1G02780.1	1109.00	4314.00	343.95
AT1G02800	AT1G02800.1	1823.00	143.00	6.84
AT1G02810	AT1G02810.1	2132.00	6.00	0.24
AT1G02813	AT1G02813.1	652.00	2.00	0.28
AT1G02816	AT1G02816.1	1602.00	105.00	5.74
AT1G02820	AT1G02820.1	816.00	3.00	0.33
AT1G02840	AT1G02840.1,AT1G02840.2,AT1G02840.3,AT1G02840.4,AT1G02840.5	1525.56	1063.00	61.04
AT1G02850	AT1G02850.1,AT1G02850.2,AT1G02850.3,AT1G02850.4,AT1G02850.5	1929.88	278.00	12.55
AT1G02860	AT1G02860.1,AT1G02860.2,AT1G02860.3	1517.00	85.00	4.91
AT1G02870	AT1G02870.1	847.00	279.00	29.43
AT1G02880	AT1G02880.1,AT1G02880.2,AT1G02880.3,AT1G02880.4,AT1G02880.5,AT1G02880.6	1187.19	240.14	17.84
AT1G02890	AT1G02890.1,AT1G02890.2	4233.00	608.00	12.39
AT1G02900	AT1G02900.1	854.00	10.00	1.05
AT1G02910	AT1G02910.1,AT1G02910.2	1636.26	555.00	29.67
AT1G02920	AT1G02920.1	1213.00	689.49	50.11
AT1G02930	AT1G02930.1,AT1G02930.2	883.73	1719.51	173.54
AT1G02940	AT1G02940.1,AT1G02940.2,AT1G02940.3,AT1G02940.4	791.00	1.00	0.11
AT1G02950	AT1G02950.1,AT1G02950.2,AT1G02950.3,AT1G02950.4,AT1G02950.5	904.00	16.00	1.58
AT1G02960	AT1G02960.1,AT1G02960.2,AT1G02960.3,AT1G02960.4,AT1G02960.5,AT1G02960.6	1851.45	281.00	13.24
AT1G02970	AT1G02970.1	1897.00	26.00	1.19
AT1G02990	AT1G02990.1,AT1G02990.2,AT1G02990.3,AT1G02990.4,AT1G02990.5,AT1G02990.6	4391.37	195.00	3.83
AT1G03000	AT1G03000.1	3295.00	334.00	8.76
AT1G03010	AT1G03010.1,AT1G03010.2,AT1G03010.3	2195.00	41.00	1.62
AT1G03020	AT1G03020.1	673.00	2.00	0.27
AT1G03030	AT1G03030.1,AT1G03030.2	1484.42	153.00	9.04
AT1G03040	AT1G03040.1,AT1G03040.2,AT1G03040.3	1509.37	591.00	34.31
AT1G03050	AT1G03050.1	2222.00	3.00	0.12
AT1G03055	AT1G03055.1,AT1G03055.2	1081.00	27.00	2.21
AT1G03060	AT1G03060.1,AT1G03060.2,AT1G03060.3,AT1G03060.4	11358.89	825.00	6.23
AT1G03070	AT1G03070.1,AT1G03070.2,AT1G03070.3	1132.00	3.00	0.23
AT1G03080	AT1G03080.1,AT1G03080.2,AT1G03080.3	5860.00	424.00	6.23
AT1G03090	AT1G03090.1,AT1G03090.2	2586.23	455.00	15.26
AT1G03100	AT1G03100.1	2595.00	64.00	2.14
AT1G03110	AT1G03110.1	1577.00	76.00	4.22
AT1G03120	AT1G03120.1,AT1G03120.2	629.00	4.00	0.58
AT1G03130	AT1G03130.1	956.00	10010.01	930.87
AT1G03140	AT1G03140.1	1553.00	526.00	29.66
AT1G03150	AT1G03150.1	809.00	159.00	17.60
AT1G03160	AT1G03160.1,AT1G03160.2,AT1G03160.3,AT1G03160.4	2870.84	662.00	19.97
AT1G03170	AT1G03170.1	2309.00	10.00	0.38
AT1G03180	AT1G03180.1,AT1G03180.2,AT1G03180.3,AT1G03180.4,AT1G03180.5,AT1G03180.6	1177.12	38.99	2.92
AT1G03190	AT1G03190.1,AT1G03190.2	2595.00	106.00	3.54
AT1G03200	AT1G03200.1	436.00	29.94	6.41
AT1G03210	AT1G03210.1,AT1G03210.2	1027.79	251.00	21.65
AT1G03220	AT1G03220.1	1891.00	301.42	13.90
AT1G03230	AT1G03230.1	1870.00	360.58	16.82
AT1G03240	AT1G03240.1	547.00	2.05	0.34
AT1G03250	AT1G03250.1,AT1G03250.2,AT1G03250.3,AT1G03250.4	1198.36	232.00	17.07
AT1G03260	AT1G03260.1	1443.00	127.00	7.72
AT1G03270	AT1G03270.1	1765.00	44.00	2.18
AT1G03280	AT1G03280.1,AT1G03280.2,AT1G03280.3	1993.41	261.00	11.40
AT1G03290	AT1G03290.1,AT1G03290.2,AT1G03290.3,AT1G03290.4,AT1G03290.5,AT1G03290.6	2765.01	493.00	15.45
AT1G03300	AT1G03300.1	2013.00	100.00	4.33
AT1G03310	AT1G03310.1,AT1G03310.2	3075.58	648.00	18.23
AT1G03320	AT1G03320.1	701.00	4.00	0.51
AT1G03330	AT1G03330.1	775.00	288.00	33.35
AT1G03340	AT1G03340.1	1507.00	22.00	1.28
AT1G03350	AT1G03350.1	1829.00	241.00	11.50
AT1G03360	AT1G03360.1	1325.00	53.00	3.52
AT1G03365	AT1G03365.1,AT1G03365.2	2908.70	171.99	5.12
AT1G03370	AT1G03370.1,AT1G03370.2	3951.34	474.00	10.35
AT1G03380	AT1G03380.1	4183.00	510.00	10.52
AT1G03400	AT1G03400.1,AT1G03400.2	1389.07	496.00	31.36
AT1G03410	AT1G03410.1,AT1G03410.2	2652.00	617.00	20.17
AT1G03430	AT1G03430.1,AT1G03430.2	1241.35	224.00	15.90
AT1G03440	AT1G03440.1	2147.00	164.00	6.64
AT1G03457	AT1G03457.1,AT1G03457.2,AT1G03457.3	1666.86	83.00	4.35
AT1G03470	AT1G03470.1,AT1G03470.2,AT1G03470.3,AT1G03470.4	1247.00	48.00	3.39
AT1G03475	AT1G03475.1	1743.00	2271.00	113.79
AT1G03495	AT1G03495.1	1311.00	68.91	4.62
AT1G03510	AT1G03510.1	1470.00	24.00	1.43
AT1G03520	AT1G03520.1,AT1G03520.2	1658.96	210.00	11.07
AT1G03530	AT1G03530.1	2921.00	142.00	4.21
AT1G03540	AT1G03540.1	1929.00	16.00	0.72
AT1G03550	AT1G03550.1,AT1G03550.2,AT1G03550.3,AT1G03550.4,AT1G03550.5,AT1G03550.6,AT1G03550.7	988.34	176.00	15.81
AT1G03560	AT1G03560.1	2338.00	84.00	3.12
AT1G03590	AT1G03590.1	2219.00	164.00	6.43
AT1G03600	AT1G03600.1	1315.00	2898.00	193.82
AT1G03610	AT1G03610.1,AT1G03610.2	1904.58	502.00	22.98
AT1G03620	AT1G03620.1,AT1G03620.10,AT1G03620.11,AT1G03620.12,AT1G03620.13,AT1G03620.2,AT1G03620.3,AT1G03620.4,AT1G03620.5,AT1G03620.6,AT1G03620.7,AT1G03620.8,AT1G03620.9	1381.55	70.00	4.45
AT1G03630	AT1G03630.1,AT1G03630.2	1421.70	1557.00	96.11
AT1G03650	AT1G03650.1	892.00	30.00	3.00
AT1G03660	AT1G03660.1,AT1G03660.2	897.93	13.00	1.29
AT1G03680	AT1G03680.1	957.00	4746.00	440.87
AT1G03687	AT1G03687.1,AT1G03687.2	1447.90	170.00	10.30
AT1G03700	AT1G03700.1	837.00	3.00	0.32
AT1G03710	AT1G03710.1,AT1G03710.2	743.00	4.00	0.48
AT1G03730	AT1G03730.1	1271.00	115.00	7.97
AT1G03740	AT1G03740.1,AT1G03740.2	3123.40	910.00	25.21
AT1G03750	AT1G03750.1	2777.00	72.00	2.25
AT1G03760	AT1G03760.1	1382.00	158.00	10.04
AT1G03770	AT1G03770.1,AT1G03770.2,AT1G03770.3,AT1G03770.4,AT1G03770.5,AT1G03770.6	1670.03	62.00	3.25
AT1G03780	AT1G03780.1,AT1G03780.2,AT1G03780.3	2574.47	182.00	6.13
AT1G03800	AT1G03800.1	1280.00	5.00	0.34
AT1G03820	AT1G03820.1	1127.00	56.00	4.39
AT1G03830	AT1G03830.1,AT1G03830.2	3449.81	115.00	2.88
AT1G03840	AT1G03840.1,AT1G03840.2	1719.46	13.00	0.66
AT1G03850	AT1G03850.1,AT1G03850.2,AT1G03850.3	811.39	56.00	6.18
AT1G03860	AT1G03860.1,AT1G03860.2,AT1G03860.3	1386.29	546.00	34.59
AT1G03870	AT1G03870.1	1164.00	1074.00	81.45
AT1G03900	AT1G03900.1	1239.00	938.00	66.70
AT1G03905	AT1G03905.1,AT1G03905.2,AT1G03905.3,AT1G03905.4	1399.82	25.33	1.59
AT1G03910	AT1G03910.1,AT1G03910.2	2542.08	494.00	16.86
AT1G03920	AT1G03920.1,AT1G03920.2,AT1G03920.3	2103.00	10.00	0.41
AT1G03930	AT1G03930.1	2419.00	411.39	14.76
AT1G03940	AT1G03940.1	1918.00	95.09	4.32
AT1G03950	AT1G03950.1	1023.00	126.00	10.92
AT1G03960	AT1G03960.1,AT1G03960.2,AT1G03960.3,AT1G03960.4,AT1G03960.5,AT1G03960.6,AT1G03960.7	2098.60	247.00	10.24
AT1G03970	AT1G03970.1	1148.00	409.00	31.46
AT1G03980	AT1G03980.1,AT1G03980.2,AT1G03980.3,AT1G03980.4	1596.00	6.00	0.33
AT1G03990	AT1G03990.1	2384.00	58.00	2.11
AT1G04000	AT1G04000.1	1267.00	132.00	9.17
AT1G04010	AT1G04010.1	2669.00	202.00	6.56
AT1G04020	AT1G04020.1,AT1G04020.2	2421.10	88.00	3.16
AT1G04030	AT1G04030.1,AT1G04030.2	1854.00	261.00	12.28
AT1G04040	AT1G04040.1	1086.00	633.00	51.57
AT1G04050	AT1G04050.1,AT1G04050.2,AT1G04050.3	2800.50	48.00	1.48
AT1G04070	AT1G04070.1	690.00	60.00	7.85
AT1G04080	AT1G04080.1,AT1G04080.2,AT1G04080.3,AT1G04080.4,AT1G04080.5	2529.96	1264.00	43.35
AT1G04090	AT1G04090.1	2110.00	3.00	0.12
AT1G04100	AT1G04100.1	1308.00	26.00	1.75
AT1G04105	AT1G04105.1	402.00	13.00	3.04
AT1G04110	AT1G04110.1	2513.00	16.00	0.55
AT1G04120	AT1G04120.1,AT1G04120.2,AT1G04120.3	5296.73	766.00	12.45
AT1G04130	AT1G04130.1,AT1G04130.2	1239.25	51.00	3.63
AT1G04140	AT1G04140.1,AT1G04140.2	3125.56	1173.00	32.47
AT1G04150	AT1G04150.1	3408.00	3.00	0.08
AT1G04160	AT1G04160.1,AT1G04160.2	5192.00	115.00	1.91
AT1G04170	AT1G04170.1,AT1G04170.2	1860.00	827.00	38.78
AT1G04190	AT1G04190.1	1418.00	244.00	15.10
AT1G04200	AT1G04200.1,AT1G04200.2,AT1G04200.3	2685.84	346.00	11.17
AT1G04210	AT1G04210.1	4016.00	388.00	8.34
AT1G04220	AT1G04220.1	2044.00	23.08	0.98
AT1G04230	AT1G04230.1,AT1G04230.2	1999.00	341.00	14.86
AT1G04240	AT1G04240.1,AT1G04240.2	1189.00	327.00	24.26
AT1G04250	AT1G04250.1	1317.00	11.00	0.73
AT1G04260	AT1G04260.1	1287.00	183.00	12.51
AT1G04270	AT1G04270.1,AT1G04270.2	875.34	2249.78	229.33
AT1G04280	AT1G04280.1,AT1G04280.2	2437.60	156.00	5.56
AT1G04290	AT1G04290.1,AT1G04290.2	993.82	181.00	16.17
AT1G04300	AT1G04300.1,AT1G04300.2,AT1G04300.3,AT1G04300.4,AT1G04300.5,AT1G04300.6	3059.44	1325.00	37.48
AT1G04310	AT1G04310.1,AT1G04310.2	2483.58	125.00	4.37
AT1G04330	AT1G04330.1	694.00	11.00	1.43
AT1G04340	AT1G04340.1	1044.00	196.00	16.63
AT1G04350	AT1G04350.1	2066.00	378.00	15.93
AT1G04360	AT1G04360.1	1747.00	3.00	0.15
AT1G04380	AT1G04380.1,AT1G04380.2	1872.00	2.00	0.09
AT1G04390	AT1G04390.1	3466.00	115.00	2.87
AT1G04400	AT1G04400.1,AT1G04400.2	2440.80	2174.00	77.32
AT1G04410	AT1G04410.1	1613.00	5349.00	290.12
AT1G04420	AT1G04420.1	1539.00	1416.00	80.59
AT1G04430	AT1G04430.1,AT1G04430.2,AT1G04430.3	2528.92	1538.00	52.76
AT1G04440	AT1G04440.1	2407.00	855.00	30.84
AT1G04445	AT1G04445.1,AT1G04445.2	596.00	1.00	0.15
AT1G04455	AT1G04455.1	354.00	1.00	0.27
AT1G04480	AT1G04480.1	822.00	963.00	104.83
AT1G04490	AT1G04490.1,AT1G04490.2,AT1G04490.3,AT1G04490.4,AT1G04490.5,AT1G04490.6,AT1G04490.7,AT1G04490.8,AT1G04490.9	2031.00	4.00	0.17
AT1G04500	AT1G04500.1,AT1G04500.2,AT1G04500.3,AT1G04500.4	1581.00	4.00	0.22
AT1G04510	AT1G04510.1,AT1G04510.2	2106.34	626.00	25.86
AT1G04520	AT1G04520.1	1569.00	131.00	7.31
AT1G04530	AT1G04530.1	1524.00	331.00	19.03
AT1G04540	AT1G04540.1	2446.00	50.00	1.77
AT1G04550	AT1G04550.1,AT1G04550.2	1355.00	120.00	7.78
AT1G04555	AT1G04555.1	991.00	72.00	6.45
AT1G04570	AT1G04570.1,AT1G04570.2	2038.00	7.00	0.30
AT1G04580	AT1G04580.1	4604.00	1.00	0.02
AT1G04590	AT1G04590.1,AT1G04590.2	1409.00	188.00	11.71
AT1G04600	AT1G04600.1	5766.00	29.00	0.43
AT1G04620	AT1G04620.1	2222.00	793.00	31.03
AT1G04630	AT1G04630.1	745.00	202.00	24.38
AT1G04635	AT1G04635.1	725.00	25.00	3.10
AT1G04640	AT1G04640.1,AT1G04640.2	1004.07	494.00	43.66
AT1G04645	AT1G04645.1	494.00	4.00	0.75
AT1G04650	AT1G04650.1,AT1G04650.2	2955.31	31.00	0.91
AT1G04660	AT1G04660.1	1406.00	14.00	0.87
AT1G04680	AT1G04680.1	2074.00	853.00	35.80
AT1G04690	AT1G04690.1	1609.00	769.00	41.82
AT1G04700	AT1G04700.1,AT1G04700.2,AT1G04700.3	3819.00	20.00	0.45
AT1G04710	AT1G04710.1	1672.00	230.61	12.06
AT1G04730	AT1G04730.1,AT1G04730.2,AT1G04730.3,AT1G04730.4	2814.55	99.00	3.05
AT1G04750	AT1G04750.1,AT1G04750.2,AT1G04750.3,AT1G04750.4	1271.78	763.81	52.87
AT1G04760	AT1G04760.1,AT1G04760.2	1357.81	97.00	6.28
AT1G04770	AT1G04770.1	1284.00	136.00	9.32
AT1G04778	AT1G04778.1	848.00	3.00	0.32
AT1G04780	AT1G04780.1	3161.00	710.00	19.43
AT1G04790	AT1G04790.1	2751.00	341.00	10.74
AT1G04800	AT1G04800.1	1027.00	36.00	3.11
AT1G04810	AT1G04810.1	3435.00	626.00	15.75
AT1G04820	AT1G04820.1	1971.00	4625.74	204.47
AT1G04830	AT1G04830.1,AT1G04830.2,AT1G04830.3	1715.51	249.00	12.68
AT1G04840	AT1G04840.1	2703.00	23.00	0.74
AT1G04850	AT1G04850.1,AT1G04850.2	1668.95	1027.00	53.79
AT1G04860	AT1G04860.1	3438.00	254.00	6.39
AT1G04870	AT1G04870.1,AT1G04870.2	1553.61	274.00	15.44
AT1G04880	AT1G04880.1	1767.00	3.00	0.15
AT1G04900	AT1G04900.1	1734.00	106.00	5.34
AT1G04910	AT1G04910.1	2097.00	444.00	18.43
AT1G04920	AT1G04920.1	3626.00	13.00	0.31
AT1G04930	AT1G04930.1,AT1G04930.2,AT1G04930.3	1360.00	39.00	2.52
AT1G04940	AT1G04940.1	1198.00	746.69	54.97
