gene_id	transcript_id(s)	length	expected_count	FPKM
AT1G02880	AT1G02880.1,AT1G02880.2,AT1G02880.3,AT1G02880.4,AT1G02880.5,AT1G02880.6	1206.31	287.55	22.01
AT1G02890	AT1G02890.1,AT1G02890.2	4232.56	695.00	14.83
AT1G02900	AT1G02900.1	854.00	18.00	1.97
AT1G02910	AT1G02910.1,AT1G02910.2	1636.72	454.00	25.40
AT1G02920	AT1G02920.1	1213.00	1709.54	130.08
AT1G02930	AT1G02930.1,AT1G02930.2	876.58	3493.46	372.28
AT1G02940	AT1G02940.1,AT1G02940.2,AT1G02940.3,AT1G02940.4	791.00	2.00	0.24
AT1G02950	AT1G02950.1,AT1G02950.2,AT1G02950.3,AT1G02950.4,AT1G02950.5	904.00	17.00	1.75
AT1G02960	AT1G02960.1,AT1G02960.2,AT1G02960.3,AT1G02960.4,AT1G02960.5,AT1G02960.6	1857.16	359.00	17.65
AT1G02970	AT1G02970.1	1897.00	19.00	0.91
AT1G02980	AT1G02980.1,AT1G02980.2	2395.00	1.00	0.04
AT1G02990	AT1G02990.1,AT1G02990.2,AT1G02990.3,AT1G02990.4,AT1G02990.5,AT1G02990.6	4413.11	251.00	5.13
AT1G03000	AT1G03000.1	3295.00	314.00	8.63
AT1G03010	AT1G03010.1,AT1G03010.2,AT1G03010.3	2234.00	44.00	1.79
AT1G03020	AT1G03020.1	673.00	2.00	0.28
AT1G03030	AT1G03030.1,AT1G03030.2	1465.71	154.00	9.65
AT1G03040	AT1G03040.1,AT1G03040.2,AT1G03040.3	1484.46	579.00	35.80
AT1G03050	AT1G03050.1	2222.00	1.96	0.08
AT1G03055	AT1G03055.1,AT1G03055.2	993.45	14.00	1.31
AT1G03060	AT1G03060.1,AT1G03060.2,AT1G03060.3,AT1G03060.4	11354.85	810.00	6.41
AT1G03070	AT1G03070.1,AT1G03070.2,AT1G03070.3	1132.00	2.00	0.16
AT1G03080	AT1G03080.1,AT1G03080.2,AT1G03080.3	5887.00	650.00	9.95
AT1G03090	AT1G03090.1,AT1G03090.2	2618.11	436.00	15.12
AT1G03100	AT1G03100.1	2595.00	59.00	2.06
AT1G03106	AT1G03106.1	934.00	1.00	0.10
AT1G03110	AT1G03110.1	1577.00	69.00	4.01
AT1G03120	AT1G03120.1,AT1G03120.2	629.00	3.00	0.45
AT1G03130	AT1G03130.1	956.00	7862.27	765.47
AT1G03140	AT1G03140.1	1553.00	470.00	27.75
AT1G03150	AT1G03150.1	809.00	165.00	19.12
AT1G03160	AT1G03160.1,AT1G03160.2,AT1G03160.3,AT1G03160.4	2896.06	649.00	20.32
AT1G03165	AT1G03165.1	228.00	2.00	0.93
AT1G03170	AT1G03170.1	2309.00	18.00	0.71
AT1G03180	AT1G03180.1,AT1G03180.2,AT1G03180.3,AT1G03180.4,AT1G03180.5,AT1G03180.6	1044.00	23.00	2.04
AT1G03190	AT1G03190.1,AT1G03190.2	2595.00	89.00	3.11
AT1G03200	AT1G03200.1	436.00	49.91	11.18
AT1G03210	AT1G03210.1,AT1G03210.2	1018.11	233.00	21.25
AT1G03220	AT1G03220.1	1891.00	355.51	17.16
AT1G03230	AT1G03230.1	1870.00	279.49	13.65
AT1G03240	AT1G03240.1	547.00	3.09	0.54
AT1G03250	AT1G03250.1,AT1G03250.2,AT1G03250.3,AT1G03250.4	1205.80	222.00	17.00
AT1G03260	AT1G03260.1	1443.00	132.00	8.40
AT1G03270	AT1G03270.1	1765.00	33.00	1.71
AT1G03280	AT1G03280.1,AT1G03280.2,AT1G03280.3	1979.46	242.00	11.15
AT1G03290	AT1G03290.1,AT1G03290.2,AT1G03290.3,AT1G03290.4,AT1G03290.5,AT1G03290.6	2615.97	461.00	16.00
AT1G03300	AT1G03300.1	2013.00	75.99	3.44
AT1G03310	AT1G03310.1,AT1G03310.2	3060.48	614.00	18.18
AT1G03320	AT1G03320.1	701.00	5.00	0.67
AT1G03330	AT1G03330.1	775.00	277.00	33.58
AT1G03340	AT1G03340.1	1507.00	15.00	0.91
AT1G03350	AT1G03350.1	1829.00	237.00	11.84
AT1G03360	AT1G03360.1	1325.00	49.00	3.40
AT1G03365	AT1G03365.1,AT1G03365.2	2904.68	203.00	6.34
AT1G03370	AT1G03370.1,AT1G03370.2	3947.42	540.00	12.36
AT1G03380	AT1G03380.1	4183.00	541.00	11.68
AT1G03390	AT1G03390.1	1386.00	1.00	0.07
AT1G03400	AT1G03400.1,AT1G03400.2	1390.52	487.00	32.20
AT1G03410	AT1G03410.1,AT1G03410.2	2652.00	562.00	19.24
AT1G03430	AT1G03430.1,AT1G03430.2	1257.94	244.00	17.88
AT1G03440	AT1G03440.1	2147.00	123.00	5.22
AT1G03445	AT1G03445.1,AT1G03445.2	2523.00	1.00	0.04
AT1G03457	AT1G03457.1,AT1G03457.2,AT1G03457.3	1732.06	49.00	2.59
AT1G03470	AT1G03470.1,AT1G03470.2,AT1G03470.3,AT1G03470.4	1280.62	37.00	2.66
AT1G03475	AT1G03475.1	1743.00	1943.00	101.93
AT1G03495	AT1G03495.1	1311.00	131.99	9.27
AT1G03510	AT1G03510.1	1470.00	14.00	0.87
AT1G03520	AT1G03520.1,AT1G03520.2	1540.75	165.00	9.82
AT1G03530	AT1G03530.1	2921.00	113.00	3.51
AT1G03540	AT1G03540.1	1929.00	18.00	0.85
AT1G03550	AT1G03550.1,AT1G03550.2,AT1G03550.3,AT1G03550.4,AT1G03550.5,AT1G03550.6,AT1G03550.7	1132.75	158.00	12.90
AT1G03560	AT1G03560.1	2338.00	82.00	3.19
AT1G03590	AT1G03590.1	2219.00	140.00	5.74
AT1G03600	AT1G03600.1	1315.00	2356.00	164.97
AT1G03610	AT1G03610.1,AT1G03610.2	1905.37	517.00	24.77
AT1G03620	AT1G03620.1,AT1G03620.10,AT1G03620.11,AT1G03620.12,AT1G03620.13,AT1G03620.2,AT1G03620.3,AT1G03620.4,AT1G03620.5,AT1G03620.6,AT1G03620.7,AT1G03620.8,AT1G03620.9	1400.08	96.00	6.30
AT1G03630	AT1G03630.1,AT1G03630.2	1413.37	1402.00	91.16
AT1G03650	AT1G03650.1	892.00	42.00	4.40
AT1G03660	AT1G03660.1,AT1G03660.2	1019.00	6.00	0.55
AT1G03680	AT1G03680.1	957.00	4201.00	408.57
AT1G03687	AT1G03687.1,AT1G03687.2	1436.52	177.00	11.32
AT1G03710	AT1G03710.1,AT1G03710.2	978.50	4.00	0.38
AT1G03720	AT1G03720.1,AT1G03720.2	825.00	1.00	0.11
AT1G03730	AT1G03730.1	1271.00	128.00	9.28
AT1G03740	AT1G03740.1,AT1G03740.2	3104.93	1117.00	32.59
AT1G03750	AT1G03750.1	2777.00	66.00	2.16
AT1G03760	AT1G03760.1	1382.00	137.00	9.12
AT1G03770	AT1G03770.1,AT1G03770.2,AT1G03770.3,AT1G03770.4,AT1G03770.5,AT1G03770.6	1599.85	87.00	4.98
AT1G03780	AT1G03780.1,AT1G03780.2,AT1G03780.3	2564.29	151.00	5.35
AT1G03800	AT1G03800.1	1280.00	2.00	0.14
AT1G03820	AT1G03820.1	1127.00	75.00	6.16
AT1G03830	AT1G03830.1,AT1G03830.2	3563.97	103.00	2.61
AT1G03840	AT1G03840.1,AT1G03840.2	1590.00	14.00	0.81
AT1G03850	AT1G03850.1,AT1G03850.2,AT1G03850.3	760.10	83.00	10.27
AT1G03860	AT1G03860.1,AT1G03860.2,AT1G03860.3	1391.99	575.00	37.98
AT1G03870	AT1G03870.1	1164.00	801.00	63.60
AT1G03880	AT1G03880.1	1633.00	1.00	0.06
AT1G03900	AT1G03900.1	1239.00	928.00	69.09
AT1G03905	AT1G03905.1,AT1G03905.2,AT1G03905.3,AT1G03905.4	1346.00	19.00	1.30
AT1G03910	AT1G03910.1,AT1G03910.2	2538.27	450.00	16.10
AT1G03920	AT1G03920.1,AT1G03920.2,AT1G03920.3	2103.00	13.00	0.56
AT1G03930	AT1G03930.1	2419.00	411.00	15.44
AT1G03940	AT1G03940.1	1918.00	195.01	9.28
AT1G03950	AT1G03950.1	1023.00	141.00	12.80
AT1G03960	AT1G03960.1,AT1G03960.2,AT1G03960.3,AT1G03960.4,AT1G03960.5,AT1G03960.6,AT1G03960.7	2160.86	217.00	9.14
AT1G03970	AT1G03970.1	1148.00	405.00	32.62
AT1G03980	AT1G03980.1,AT1G03980.2,AT1G03980.3,AT1G03980.4	1186.00	4.00	0.31
AT1G03990	AT1G03990.1	2384.00	31.00	1.18
AT1G04000	AT1G04000.1	1267.00	93.00	6.77
AT1G04010	AT1G04010.1	2669.00	205.00	6.97
AT1G04020	AT1G04020.1,AT1G04020.2	2394.00	64.00	2.43
AT1G04030	AT1G04030.1,AT1G04030.2	1854.00	280.99	13.84
AT1G04040	AT1G04040.1	1086.00	860.00	73.36
AT1G04050	AT1G04050.1,AT1G04050.2,AT1G04050.3	2580.09	61.00	2.15
AT1G04070	AT1G04070.1	690.00	68.00	9.32
AT1G04080	AT1G04080.1,AT1G04080.2,AT1G04080.3,AT1G04080.4,AT1G04080.5	2546.13	1155.00	41.20
AT1G04090	AT1G04090.1	2110.00	5.00	0.22
AT1G04100	AT1G04100.1	1308.00	34.00	2.39
AT1G04105	AT1G04105.1	402.00	14.00	3.43
AT1G04110	AT1G04110.1	2513.00	20.00	0.72
AT1G04120	AT1G04120.1,AT1G04120.2,AT1G04120.3	5314.91	790.00	13.40
AT1G04130	AT1G04130.1,AT1G04130.2	1258.82	58.00	4.25
AT1G04140	AT1G04140.1,AT1G04140.2	3125.72	1208.00	35.01
AT1G04150	AT1G04150.1	3408.00	6.00	0.16
AT1G04160	AT1G04160.1,AT1G04160.2	5224.10	72.00	1.24
AT1G04170	AT1G04170.1,AT1G04170.2	1862.07	792.00	38.84
AT1G04180	AT1G04180.1	1649.00	1.00	0.06
AT1G04190	AT1G04190.1	1418.00	272.00	17.63
AT1G04200	AT1G04200.1,AT1G04200.2,AT1G04200.3	2621.94	372.00	12.88
AT1G04210	AT1G04210.1	4016.00	377.00	8.48
AT1G04220	AT1G04220.1	2044.00	24.27	1.08
AT1G04230	AT1G04230.1,AT1G04230.2	1999.00	305.00	13.91
AT1G04240	AT1G04240.1,AT1G04240.2	1199.07	231.00	17.79
AT1G04250	AT1G04250.1	1317.00	21.00	1.47
AT1G04260	AT1G04260.1	1287.00	206.00	14.75
AT1G04270	AT1G04270.1,AT1G04270.2	891.26	2130.99	223.19
AT1G04280	AT1G04280.1,AT1G04280.2	2401.94	215.00	8.14
AT1G04290	AT1G04290.1,AT1G04290.2	829.67	132.00	14.90
AT1G04300	AT1G04300.1,AT1G04300.2,AT1G04300.3,AT1G04300.4,AT1G04300.5,AT1G04300.6	3050.47	1386.00	41.17
AT1G04310	AT1G04310.1,AT1G04310.2	2506.06	79.99	2.90
AT1G04330	AT1G04330.1	694.00	3.00	0.41
AT1G04340	AT1G04340.1	1044.00	177.00	15.73
AT1G04350	AT1G04350.1	2066.00	376.00	16.59
AT1G04360	AT1G04360.1	1747.00	4.00	0.21
AT1G04380	AT1G04380.1,AT1G04380.2	1528.00	1.00	0.06
AT1G04390	AT1G04390.1	3466.00	136.00	3.55
AT1G04400	AT1G04400.1,AT1G04400.2	2437.41	2181.00	81.32
AT1G04410	AT1G04410.1	1613.00	5575.00	316.58
AT1G04420	AT1G04420.1	1539.00	1160.00	69.12
AT1G04430	AT1G04430.1,AT1G04430.2,AT1G04430.3	2553.44	1189.00	42.29
AT1G04440	AT1G04440.1	2407.00	920.00	34.74
AT1G04445	AT1G04445.1,AT1G04445.2	596.00	1.00	0.16
AT1G04480	AT1G04480.1	822.00	955.00	108.84
AT1G04490	AT1G04490.1,AT1G04490.2,AT1G04490.3,AT1G04490.4,AT1G04490.5,AT1G04490.6,AT1G04490.7,AT1G04490.8,AT1G04490.9	1608.00	2.00	0.11
AT1G04500	AT1G04500.1,AT1G04500.2,AT1G04500.3,AT1G04500.4	1581.00	12.00	0.70
AT1G04510	AT1G04510.1,AT1G04510.2	2118.76	544.00	23.39
AT1G04520	AT1G04520.1	1569.00	95.00	5.55
AT1G04530	AT1G04530.1	1524.00	326.00	19.62
AT1G04540	AT1G04540.1	2446.00	43.00	1.60
AT1G04550	AT1G04550.1,AT1G04550.2	1355.00	97.00	6.59
AT1G04555	AT1G04555.1	991.00	83.00	7.78
AT1G04570	AT1G04570.1,AT1G04570.2	2038.00	8.00	0.36
AT1G04580	AT1G04580.1	4604.00	5.00	0.10
AT1G04590	AT1G04590.1,AT1G04590.2	1409.00	207.00	13.50
AT1G04600	AT1G04600.1	5766.00	24.00	0.37
AT1G04610	AT1G04610.1	1774.00	3.00	0.15
AT1G04620	AT1G04620.1	2222.00	751.00	30.76
AT1G04630	AT1G04630.1	745.00	169.00	21.35
AT1G04635	AT1G04635.1	725.00	19.00	2.47
AT1G04640	AT1G04640.1,AT1G04640.2	1002.21	421.00	39.03
AT1G04650	AT1G04650.1,AT1G04650.2	2876.22	26.00	0.82
AT1G04660	AT1G04660.1	1406.00	19.00	1.24
AT1G04670	AT1G04670.1	763.00	1.00	0.12
AT1G04680	AT1G04680.1	2074.00	800.00	35.15
AT1G04690	AT1G04690.1	1609.00	775.00	44.12
AT1G04700	AT1G04700.1,AT1G04700.2,AT1G04700.3	3819.00	15.00	0.36
AT1G04710	AT1G04710.1	1672.00	191.35	10.47
AT1G04730	AT1G04730.1,AT1G04730.2,AT1G04730.3,AT1G04730.4	2823.26	64.00	2.06
AT1G04750	AT1G04750.1,AT1G04750.2,AT1G04750.3,AT1G04750.4	1272.10	757.76	54.90
AT1G04760	AT1G04760.1,AT1G04760.2	1363.93	77.00	5.19
AT1G04770	AT1G04770.1	1284.00	125.00	8.97
AT1G04778	AT1G04778.1	848.00	4.00	0.44
AT1G04780	AT1G04780.1	3161.00	760.00	21.78
AT1G04790	AT1G04790.1	2751.00	344.99	11.38
AT1G04800	AT1G04800.1	1027.00	28.00	2.53
AT1G04810	AT1G04810.1	3435.00	654.00	17.23
AT1G04820	AT1G04820.1	1971.00	3681.62	170.37
AT1G04830	AT1G04830.1,AT1G04830.2,AT1G04830.3	1735.00	264.00	13.91
